scoring_method,dataset,top_k_acc,ms2scorer,k
MS$^2$+logP,BS_000,0.6666666666666652,CFM-ID,1
MS$^2$+RO,BS_000,1.2666666666666657,CFM-ID,1
Only-MS$^2$,EA_000,0.0,CFM-ID,1
LC-MS$^2$Struct,EA_000,7.135555555555556,CFM-ID,1
MS$^2$+RT,EA_000,0.3333333333333339,CFM-ID,1
MS$^2$+logP,EA_000,1.4133333333333349,CFM-ID,1
MS$^2$+RO,EA_000,-1.1311111111111103,CFM-ID,1
Only-MS$^2$,EA_001,0.0,CFM-ID,1
LC-MS$^2$Struct,EA_001,9.31030303030303,CFM-ID,1
MS$^2$+RT,EA_001,-0.13333333333333375,CFM-ID,1
MS$^2$+logP,EA_001,1.1103030303030295,CFM-ID,1
MS$^2$+RO,EA_001,0.20363636363636406,CFM-ID,1
Only-MS$^2$,EA_002,0.0,CFM-ID,1
LC-MS$^2$Struct,EA_002,3.9435107376283858,CFM-ID,1
MS$^2$+RT,EA_002,-0.023809523809523725,CFM-ID,1
MS$^2$+logP,EA_002,2.302987861811392,CFM-ID,1
MS$^2$+RO,EA_002,0.3160597572362285,CFM-ID,1
Only-MS$^2$,EA_003,0.0,CFM-ID,1
LC-MS$^2$Struct,EA_003,5.846441140558786,CFM-ID,1
MS$^2$+RT,EA_003,-0.023342670401493848,CFM-ID,1
MS$^2$+logP,EA_003,2.2642390289449104,CFM-ID,1
MS$^2$+RO,EA_003,3.238346620699561,CFM-ID,1
Only-MS$^2$,EQ_001,0.0,CFM-ID,1
LC-MS$^2$Struct,EQ_001,4.68,CFM-ID,1
MS$^2$+RT,EQ_001,-0.8000000000000007,CFM-ID,1
MS$^2$+logP,EQ_001,-0.32606060606060616,CFM-ID,1
MS$^2$+RO,EQ_001,3.124444444444446,CFM-ID,1
Only-MS$^2$,EQ_003,0.0,CFM-ID,1
LC-MS$^2$Struct,EQ_003,2.2666666666666666,CFM-ID,1
MS$^2$+RT,EQ_003,-0.2666666666666666,CFM-ID,1
MS$^2$+logP,EQ_003,1.293302161512763,CFM-ID,1
MS$^2$+RO,EQ_003,1.2000000000000002,CFM-ID,1
Only-MS$^2$,EQ_004,0.0,CFM-ID,1
LC-MS$^2$Struct,EQ_004,1.7777777777777777,CFM-ID,1
MS$^2$+RT,EQ_004,0.0,CFM-ID,1
MS$^2$+logP,EQ_004,-1.6888888888888882,CFM-ID,1
MS$^2$+RO,EQ_004,-0.22222222222222232,CFM-ID,1
Only-MS$^2$,EQ_006,0.0,CFM-ID,1
LC-MS$^2$Struct,EQ_006,3.466666666666667,CFM-ID,1
MS$^2$+RT,EQ_006,-1.0666666666666673,CFM-ID,1
MS$^2$+logP,EQ_006,0.9333333333333318,CFM-ID,1
MS$^2$+RO,EQ_006,0.0,CFM-ID,1
Only-MS$^2$,LQB_000,0.0,CFM-ID,1
LC-MS$^2$Struct,LQB_000,14.581699346405232,CFM-ID,1
MS$^2$+RT,LQB_000,5.980392156862743,CFM-ID,1
MS$^2$+logP,LQB_000,-1.0,CFM-ID,1
MS$^2$+RO,LQB_000,5.486928104575165,CFM-ID,1
Only-MS$^2$,LU_000,0.0,CFM-ID,1
LC-MS$^2$Struct,LU_000,2.932403730723059,CFM-ID,1
MS$^2$+RT,LU_000,-0.26395173453996934,CFM-ID,1
MS$^2$+logP,LU_000,0.2928863853233601,CFM-ID,1
MS$^2$+RO,LU_000,0.13667005263643928,CFM-ID,1
Only-MS$^2$,LU_001,0.0,CFM-ID,1
LC-MS$^2$Struct,LU_001,3.0028794734677096,CFM-ID,1
MS$^2$+RT,LU_001,0.0,CFM-ID,1
MS$^2$+logP,LU_001,0.8844097079391204,CFM-ID,1
MS$^2$+RO,LU_001,2.11161387631976,CFM-ID,1
Only-MS$^2$,NA_003,0.0,CFM-ID,1
LC-MS$^2$Struct,NA_003,3.279952823234557,CFM-ID,1
MS$^2$+RT,NA_003,1.0666666666666664,CFM-ID,1
MS$^2$+logP,NA_003,-0.3284046718102449,CFM-ID,1
MS$^2$+RO,NA_003,-0.7867138434321097,CFM-ID,1
Only-MS$^2$,PR_000,0.0,CFM-ID,1
LC-MS$^2$Struct,PR_000,8.570454374290911,CFM-ID,1
MS$^2$+RT,PR_000,0.2539725242802149,CFM-ID,1
MS$^2$+logP,PR_000,-0.026184281171271806,CFM-ID,1
MS$^2$+RO,PR_000,1.5228353266718653,CFM-ID,1
Only-MS$^2$,PR_002,0.0,CFM-ID,1
LC-MS$^2$Struct,PR_002,5.59694989106754,CFM-ID,1
MS$^2$+RT,PR_002,0.2222222222222232,CFM-ID,1
MS$^2$+logP,PR_002,0.44444444444444464,CFM-ID,1
MS$^2$+RO,PR_002,1.21132897603486,CFM-ID,1
Only-MS$^2$,RP_001,0.0,CFM-ID,1
LC-MS$^2$Struct,RP_001,7.466666666666667,CFM-ID,1
MS$^2$+RT,RP_001,0.13333333333333286,CFM-ID,1
MS$^2$+logP,RP_001,0.13333333333333286,CFM-ID,1
MS$^2$+RO,RP_001,3.7333333333333325,CFM-ID,1
Only-MS$^2$,SM_000,0.0,CFM-ID,1
LC-MS$^2$Struct,SM_000,5.2105730941025055,CFM-ID,1
MS$^2$+RT,SM_000,-0.6552552552552555,CFM-ID,1
MS$^2$+logP,SM_000,1.8833003668297783,CFM-ID,1
MS$^2$+RO,SM_000,0.05723976076917214,CFM-ID,1
Only-MS$^2$,SM_001,0.0,CFM-ID,1
LC-MS$^2$Struct,SM_001,3.8875975922283814,CFM-ID,1
MS$^2$+RT,SM_001,4.440892098500626e-16,CFM-ID,1
MS$^2$+logP,SM_001,1.646701233684964,CFM-ID,1
MS$^2$+RO,SM_001,1.9268132785028902,CFM-ID,1
Only-MS$^2$,UF_002,0.0,CFM-ID,1
LC-MS$^2$Struct,UF_002,1.7333333333333334,CFM-ID,1
MS$^2$+RT,UF_002,0.2666666666666666,CFM-ID,1
MS$^2$+logP,UF_002,2.2666666666666666,CFM-ID,1
MS$^2$+RO,UF_002,1.1999999999999997,CFM-ID,1
Only-MS$^2$,UF_003,0.0,CFM-ID,1
LC-MS$^2$Struct,UF_003,5.466666666666667,CFM-ID,1
MS$^2$+RT,UF_003,0.0,CFM-ID,1
MS$^2$+logP,UF_003,0.9333333333333336,CFM-ID,1
MS$^2$+RO,UF_003,2.6666666666666665,CFM-ID,1
Only-MS$^2$,UT_000,0.0,CFM-ID,1
LC-MS$^2$Struct,UT_000,3.2827858721731324,CFM-ID,1
MS$^2$+RT,UT_000,5.180631378927682,CFM-ID,1
MS$^2$+logP,UT_000,4.004591890177817,CFM-ID,1
MS$^2$+RO,UT_000,1.9048881348136835,CFM-ID,1
Only-MS$^2$,AVG.,0.0,CFM-ID,1
LC-MS$^2$Struct,AVG.,4.711632280994673,CFM-ID,1
MS$^2$+RT,AVG.,0.24471335791784377,CFM-ID,1
MS$^2$+logP,AVG.,0.710498118526238,CFM-ID,1
MS$^2$+RO,AVG.,1.227675196960373,CFM-ID,1
Only-MS$^2$,AC_003,0.0,CFM-ID,20
LC-MS$^2$Struct,AC_003,5.466666666666669,CFM-ID,20
MS$^2$+RT,AC_003,0.13333333333333286,CFM-ID,20
MS$^2$+logP,AC_003,-3.427777777777777,CFM-ID,20
MS$^2$+RO,AC_003,1.7333333333333343,CFM-ID,20
Only-MS$^2$,AU_000,0.0,CFM-ID,20
LC-MS$^2$Struct,AU_000,5.1792233887471895,CFM-ID,20
MS$^2$+RT,AU_000,0.030888613241543794,CFM-ID,20
MS$^2$+logP,AU_000,-2.154109944586139,CFM-ID,20
MS$^2$+RO,AU_000,3.445890055413855,CFM-ID,20
Only-MS$^2$,AU_002,0.0,CFM-ID,20
LC-MS$^2$Struct,AU_002,8.537007064681596,CFM-ID,20
MS$^2$+RT,AU_002,0.12789792147683698,CFM-ID,20
MS$^2$+logP,AU_002,2.3175800905376462,CFM-ID,20
MS$^2$+RO,AU_002,6.657701883489622,CFM-ID,20
Only-MS$^2$,AU_003,0.0,CFM-ID,20
LC-MS$^2$Struct,AU_003,11.06666666666667,CFM-ID,20
MS$^2$+RT,AU_003,0.0,CFM-ID,20
MS$^2$+logP,AU_003,1.4666666666666686,CFM-ID,20
MS$^2$+RO,AU_003,5.06666666666667,CFM-ID,20
Only-MS$^2$,BML_000,0.0,CFM-ID,20
LC-MS$^2$Struct,BML_000,11.999999999999996,CFM-ID,20
MS$^2$+RT,BML_000,3.333333333333332,CFM-ID,20
MS$^2$+logP,BML_000,0.5333333333333314,CFM-ID,20
MS$^2$+RO,BML_000,2.8000000000000007,CFM-ID,20
Only-MS$^2$,BML_001,0.0,CFM-ID,20
LC-MS$^2$Struct,BML_001,13.727478960848885,CFM-ID,20
MS$^2$+RT,BML_001,3.7333925617815424,CFM-ID,20
MS$^2$+logP,BML_001,-3.872521039151117,CFM-ID,20
MS$^2$+RO,BML_001,7.06081229418222,CFM-ID,20
Only-MS$^2$,BS_000,0.0,CFM-ID,20
LC-MS$^2$Struct,BS_000,18.799999999999997,CFM-ID,20
MS$^2$+RT,BS_000,4.266666666666666,CFM-ID,20
MS$^2$+logP,BS_000,-0.13333333333333286,CFM-ID,20
MS$^2$+RO,BS_000,5.866666666666667,CFM-ID,20
Only-MS$^2$,EA_000,0.0,CFM-ID,20
LC-MS$^2$Struct,EA_000,7.947674418604642,CFM-ID,20
MS$^2$+RT,EA_000,-0.13243396032480348,CFM-ID,20
MS$^2$+logP,EA_000,3.547674418604643,CFM-ID,20
MS$^2$+RO,EA_000,4.614341085271313,CFM-ID,20
Only-MS$^2$,EA_001,0.0,CFM-ID,20
LC-MS$^2$Struct,EA_001,11.333333333333329,CFM-ID,20
MS$^2$+RT,EA_001,-0.2666666666666728,CFM-ID,20
MS$^2$+logP,EA_001,-1.3333333333333357,CFM-ID,20
MS$^2$+RO,EA_001,1.7333333333333272,CFM-ID,20
Only-MS$^2$,EA_002,0.0,CFM-ID,20
LC-MS$^2$Struct,EA_002,4.894254219100567,CFM-ID,20
MS$^2$+RT,EA_002,-1.6535947712418348,CFM-ID,20
MS$^2$+logP,EA_002,0.5936006243293335,CFM-ID,20
MS$^2$+RO,EA_002,4.60667251975417,CFM-ID,20
Only-MS$^2$,EA_003,0.0,CFM-ID,20
LC-MS$^2$Struct,EA_003,10.419808949220702,CFM-ID,20
MS$^2$+RT,EA_003,-1.3071895424836697,CFM-ID,20
MS$^2$+logP,EA_003,-0.6410256410256494,CFM-ID,20
MS$^2$+RO,EA_003,6.51709401709401,CFM-ID,20
Only-MS$^2$,EQ_001,0.0,CFM-ID,20
LC-MS$^2$Struct,EQ_001,8.533333333333331,CFM-ID,20
MS$^2$+RT,EQ_001,-2.000000000000007,CFM-ID,20
MS$^2$+logP,EQ_001,0.2545454545454433,CFM-ID,20
MS$^2$+RO,EQ_001,8.518518518518512,CFM-ID,20
Only-MS$^2$,EQ_003,0.0,CFM-ID,20
LC-MS$^2$Struct,EQ_003,11.733333333333334,CFM-ID,20
MS$^2$+RT,EQ_003,-2.5333333333333314,CFM-ID,20
MS$^2$+logP,EQ_003,-6.652085424715498,CFM-ID,20
MS$^2$+RO,EQ_003,4.933333333333337,CFM-ID,20
Only-MS$^2$,EQ_004,0.0,CFM-ID,20
LC-MS$^2$Struct,EQ_004,4.799999999999997,CFM-ID,20
MS$^2$+RT,EQ_004,-2.6666666666666643,CFM-ID,20
MS$^2$+logP,EQ_004,-0.2666666666666657,CFM-ID,20
MS$^2$+RO,EQ_004,5.199999999999996,CFM-ID,20
Only-MS$^2$,EQ_006,0.0,CFM-ID,20
LC-MS$^2$Struct,EQ_006,6.400000000000006,CFM-ID,20
MS$^2$+RT,EQ_006,-1.7333333333333343,CFM-ID,20
MS$^2$+logP,EQ_006,-0.6666666666666643,CFM-ID,20
MS$^2$+RO,EQ_006,5.333333333333336,CFM-ID,20
Only-MS$^2$,LQB_000,0.0,CFM-ID,20
LC-MS$^2$Struct,LQB_000,10.433986928104574,CFM-ID,20
MS$^2$+RT,LQB_000,4.053594771241833,CFM-ID,20
MS$^2$+logP,LQB_000,0.46666666666666856,CFM-ID,20
MS$^2$+RO,LQB_000,7.4405228758169955,CFM-ID,20
Only-MS$^2$,LU_000,0.0,CFM-ID,20
LC-MS$^2$Struct,LU_000,7.732244202832426,CFM-ID,20
MS$^2$+RT,LU_000,-1.7609440936787166,CFM-ID,20
MS$^2$+logP,LU_000,3.5305635305635263,CFM-ID,20
MS$^2$+RO,LU_000,4.1069479304773395,CFM-ID,20
Only-MS$^2$,LU_001,0.0,CFM-ID,20
LC-MS$^2$Struct,LU_001,6.845605375017136,CFM-ID,20
MS$^2$+RT,LU_001,-0.35650623885918264,CFM-ID,20
MS$^2$+logP,LU_001,-0.7335801453448525,CFM-ID,20
MS$^2$+RO,LU_001,4.2197998080350985,CFM-ID,20
Only-MS$^2$,NA_003,0.0,CFM-ID,20
LC-MS$^2$Struct,NA_003,6.7576771543463,CFM-ID,20
MS$^2$+RT,NA_003,4.399999999999988,CFM-ID,20
MS$^2$+logP,NA_003,-2.2258201284143553,CFM-ID,20
MS$^2$+RO,NA_003,3.3576771543463018,CFM-ID,20
Only-MS$^2$,PR_000,0.0,CFM-ID,20
LC-MS$^2$Struct,PR_000,14.434564343227905,CFM-ID,20
MS$^2$+RT,PR_000,1.4062478712252258,CFM-ID,20
MS$^2$+logP,PR_000,0.7078736669573829,CFM-ID,20
MS$^2$+RO,PR_000,4.280502718578035,CFM-ID,20
Only-MS$^2$,PR_002,0.0,CFM-ID,20
LC-MS$^2$Struct,PR_002,9.873638344226585,CFM-ID,20
MS$^2$+RT,PR_002,3.300653594771248,CFM-ID,20
MS$^2$+logP,PR_002,-0.6688453159041359,CFM-ID,20
MS$^2$+RO,PR_002,5.272331154684096,CFM-ID,20
Only-MS$^2$,RP_001,0.0,CFM-ID,20
LC-MS$^2$Struct,RP_001,14.399999999999999,CFM-ID,20
MS$^2$+RT,RP_001,-0.8000000000000043,CFM-ID,20
MS$^2$+logP,RP_001,4.266666666666666,CFM-ID,20
MS$^2$+RO,RP_001,12.266666666666666,CFM-ID,20
Only-MS$^2$,SM_000,0.0,CFM-ID,20
LC-MS$^2$Struct,SM_000,5.5039922275216355,CFM-ID,20
MS$^2$+RT,SM_000,-1.7870845635551476,CFM-ID,20
MS$^2$+logP,SM_000,-0.27378555025615015,CFM-ID,20
MS$^2$+RO,SM_000,0.17065889418829983,CFM-ID,20
Only-MS$^2$,SM_001,0.0,CFM-ID,20
LC-MS$^2$Struct,SM_001,6.04326837117825,CFM-ID,20
MS$^2$+RT,SM_001,-1.9607843137254974,CFM-ID,20
MS$^2$+logP,SM_001,-1.7998688837237111,CFM-ID,20
MS$^2$+RO,SM_001,2.1216997437272767,CFM-ID,20
Only-MS$^2$,UF_002,0.0,CFM-ID,20
LC-MS$^2$Struct,UF_002,5.466666666666669,CFM-ID,20
MS$^2$+RT,UF_002,-1.7333333333333343,CFM-ID,20
MS$^2$+logP,UF_002,-2.6666666666666643,CFM-ID,20
MS$^2$+RO,UF_002,3.866666666666667,CFM-ID,20
Only-MS$^2$,UF_003,0.0,CFM-ID,20
LC-MS$^2$Struct,UF_003,10.800000000000004,CFM-ID,20
MS$^2$+RT,UF_003,-0.5333333333333314,CFM-ID,20
MS$^2$+logP,UF_003,0.13333333333333286,CFM-ID,20
MS$^2$+RO,UF_003,6.266666666666666,CFM-ID,20
Only-MS$^2$,UT_000,0.0,CFM-ID,20
LC-MS$^2$Struct,UT_000,7.853382080564913,CFM-ID,20
MS$^2$+RT,UT_000,7.787781877104976,CFM-ID,20
MS$^2$+logP,UT_000,-13.06807787981014,CFM-ID,20
MS$^2$+RO,UT_000,8.26523901135802,CFM-ID,20
Only-MS$^2$,AVG.,0.0,CFM-ID,20
LC-MS$^2$Struct,AVG.,9.346877206751572,CFM-ID,20
MS$^2$+RT,AVG.,0.3710603774265877,CFM-ID,20
MS$^2$+logP,AVG.,-0.6959674268787452,CFM-ID,20
MS$^2$+RO,AVG.,4.950145135411496,CFM-ID,20
Only-MS$^2$,AC_003,0.0,MetFrag,1
LC-MS$^2$Struct,AC_003,7.846352315074208,MetFrag,1
MS$^2$+RT,AC_003,0.5483050774243257,MetFrag,1
MS$^2$+logP,AC_003,-1.4906585278627542,MetFrag,1
MS$^2$+RO,AC_003,0.47834172137013553,MetFrag,1
Only-MS$^2$,AU_000,0.0,MetFrag,1
LC-MS$^2$Struct,AU_000,10.454763618490288,MetFrag,1
MS$^2$+RT,AU_000,0.10455159162627048,MetFrag,1
MS$^2$+logP,AU_000,1.6492080629347345,MetFrag,1
MS$^2$+RO,AU_000,4.615874729601401,MetFrag,1
Only-MS$^2$,AU_002,0.0,MetFrag,1
LC-MS$^2$Struct,AU_002,4.282955005403166,MetFrag,1
MS$^2$+RT,AU_002,0.0776115160514248,MetFrag,1
MS$^2$+logP,AU_002,0.6606347993469566,MetFrag,1
MS$^2$+RO,AU_002,1.7549312172715608,MetFrag,1
Only-MS$^2$,AU_003,0.0,MetFrag,1
LC-MS$^2$Struct,AU_003,2.826190476190476,MetFrag,1
MS$^2$+RT,AU_003,0.13333333333333375,MetFrag,1
MS$^2$+logP,AU_003,-1.5226984126984129,MetFrag,1
MS$^2$+RO,AU_003,-0.8960317460317473,MetFrag,1
Only-MS$^2$,BML_000,0.0,MetFrag,1
LC-MS$^2$Struct,BML_000,6.332951473921101,MetFrag,1
MS$^2$+RT,BML_000,-0.31255488942065224,MetFrag,1
MS$^2$+logP,BML_000,0.14138456094759588,MetFrag,1
MS$^2$+RO,BML_000,0.9773959183655454,MetFrag,1
Only-MS$^2$,BML_001,0.0,MetFrag,1
LC-MS$^2$Struct,BML_001,3.6644688893746262,MetFrag,1
MS$^2$+RT,BML_001,1.0564506447632787,MetFrag,1
MS$^2$+logP,BML_001,-0.22070342749891347,MetFrag,1
MS$^2$+RO,BML_001,1.0644688893746257,MetFrag,1
Only-MS$^2$,BS_000,0.0,MetFrag,1
LC-MS$^2$Struct,BS_000,5.070431183538716,MetFrag,1
MS$^2$+RT,BS_000,0.04814039181279206,MetFrag,1
MS$^2$+logP,BS_000,0.549289668393973,MetFrag,1
MS$^2$+RO,BS_000,-0.4897275466200153,MetFrag,1
Only-MS$^2$,EA_000,0.0,MetFrag,1
LC-MS$^2$Struct,EA_000,16.001363769653814,MetFrag,1
MS$^2$+RT,EA_000,-0.14565450271877367,MetFrag,1
MS$^2$+logP,EA_000,1.9444691827592244,MetFrag,1
MS$^2$+RO,EA_000,1.5235859918760344,MetFrag,1
Only-MS$^2$,EA_001,0.0,MetFrag,1
LC-MS$^2$Struct,EA_001,12.33359929602299,MetFrag,1
MS$^2$+RT,EA_001,0.22227984892875696,MetFrag,1
MS$^2$+logP,EA_001,0.835980248403942,MetFrag,1
MS$^2$+RO,EA_001,1.8224881849118741,MetFrag,1
Only-MS$^2$,EA_002,0.0,MetFrag,1
LC-MS$^2$Struct,EA_002,6.338862440072275,MetFrag,1
MS$^2$+RT,EA_002,-0.7694579028019026,MetFrag,1
MS$^2$+logP,EA_002,2.707054161205173,MetFrag,1
MS$^2$+RO,EA_002,0.1669670152356746,MetFrag,1
Only-MS$^2$,EA_003,0.0,MetFrag,1
LC-MS$^2$Struct,EA_003,10.402319280612247,MetFrag,1
MS$^2$+RT,EA_003,-0.4629629629629619,MetFrag,1
MS$^2$+logP,EA_003,0.5334572058678173,MetFrag,1
MS$^2$+RO,EA_003,2.3833887739366393,MetFrag,1
Only-MS$^2$,EQ_001,0.0,MetFrag,1
LC-MS$^2$Struct,EQ_001,7.567434343434343,MetFrag,1
MS$^2$+RT,EQ_001,0.13333333333333375,MetFrag,1
MS$^2$+logP,EQ_001,2.683878787878788,MetFrag,1
MS$^2$+RO,EQ_001,2.93410101010101,MetFrag,1
Only-MS$^2$,EQ_003,0.0,MetFrag,1
LC-MS$^2$Struct,EQ_003,5.195959595959597,MetFrag,1
MS$^2$+RT,EQ_003,-0.9999999999999991,MetFrag,1
MS$^2$+logP,EQ_003,5.550469399881165,MetFrag,1
MS$^2$+RO,EQ_003,2.786290979975189,MetFrag,1
Only-MS$^2$,EQ_004,0.0,MetFrag,1
LC-MS$^2$Struct,EQ_004,6.466666666666668,MetFrag,1
MS$^2$+RT,EQ_004,-0.13333333333333286,MetFrag,1
MS$^2$+logP,EQ_004,1.2000000000000002,MetFrag,1
MS$^2$+RO,EQ_004,2.982222222222224,MetFrag,1
Only-MS$^2$,EQ_006,0.0,MetFrag,1
LC-MS$^2$Struct,EQ_006,5.6,MetFrag,1
MS$^2$+RT,EQ_006,-1.4222222222222234,MetFrag,1
MS$^2$+logP,EQ_006,3.1111111111111107,MetFrag,1
MS$^2$+RO,EQ_006,2.666666666666666,MetFrag,1
Only-MS$^2$,LQB_000,0.0,MetFrag,1
LC-MS$^2$Struct,LQB_000,18.14481792717087,MetFrag,1
MS$^2$+RT,LQB_000,4.215552084081491,MetFrag,1
MS$^2$+logP,LQB_000,0.0,MetFrag,1
MS$^2$+RO,LQB_000,3.7766806722689044,MetFrag,1
Only-MS$^2$,LU_000,0.0,MetFrag,1
LC-MS$^2$Struct,LU_000,5.053712780514403,MetFrag,1
MS$^2$+RT,LU_000,0.23342670401493848,MetFrag,1
MS$^2$+logP,LU_000,-1.0282007541302214,MetFrag,1
MS$^2$+RO,LU_000,0.7561027108455116,MetFrag,1
Only-MS$^2$,LU_001,0.0,MetFrag,1
LC-MS$^2$Struct,LU_001,3.27627131855073,MetFrag,1
MS$^2$+RT,LU_001,-0.3822158233922943,MetFrag,1
MS$^2$+logP,LU_001,0.38879931343166696,MetFrag,1
MS$^2$+RO,LU_001,1.7839727674286472,MetFrag,1
Only-MS$^2$,NA_003,0.0,MetFrag,1
LC-MS$^2$Struct,NA_003,11.866254339591094,MetFrag,1
MS$^2$+RT,NA_003,2.733333333333333,MetFrag,1
MS$^2$+logP,NA_003,0.649157455817889,MetFrag,1
MS$^2$+RO,NA_003,4.799587672924428,MetFrag,1
Only-MS$^2$,PR_000,0.0,MetFrag,1
LC-MS$^2$Struct,PR_000,11.9188388981,MetFrag,1
MS$^2$+RT,PR_000,0.6540237739422299,MetFrag,1
MS$^2$+logP,PR_000,1.7844030724877005,MetFrag,1
MS$^2$+RO,PR_000,4.016878113786271,MetFrag,1
Only-MS$^2$,PR_002,0.0,MetFrag,1
LC-MS$^2$Struct,PR_002,6.8494746727374505,MetFrag,1
MS$^2$+RT,PR_002,1.2739982583200007,MetFrag,1
MS$^2$+logP,PR_002,0.11152986518480112,MetFrag,1
MS$^2$+RO,PR_002,1.7053207148580025,MetFrag,1
Only-MS$^2$,RP_001,0.0,MetFrag,1
LC-MS$^2$Struct,RP_001,7.319504337050805,MetFrag,1
MS$^2$+RT,RP_001,-0.2666666666666666,MetFrag,1
MS$^2$+logP,RP_001,-0.32494010739363954,MetFrag,1
MS$^2$+RO,RP_001,-0.21382899628252883,MetFrag,1
Only-MS$^2$,SM_000,0.0,MetFrag,1
LC-MS$^2$Struct,SM_000,7.485279944419564,MetFrag,1
MS$^2$+RT,SM_000,0.03403541290272738,MetFrag,1
MS$^2$+logP,SM_000,2.6670548361944553,MetFrag,1
MS$^2$+RO,SM_000,1.2135339126735323,MetFrag,1
Only-MS$^2$,SM_001,0.0,MetFrag,1
LC-MS$^2$Struct,SM_001,4.223563231225118,MetFrag,1
MS$^2$+RT,SM_001,0.2747252747252742,MetFrag,1
MS$^2$+logP,SM_001,1.9826668726817016,MetFrag,1
MS$^2$+RO,SM_001,1.3850945104034582,MetFrag,1
Only-MS$^2$,UF_002,0.0,MetFrag,1
LC-MS$^2$Struct,UF_002,4.6562286129058545,MetFrag,1
MS$^2$+RT,UF_002,0.02032520325203313,MetFrag,1
MS$^2$+logP,UF_002,0.9851906012099487,MetFrag,1
MS$^2$+RO,UF_002,0.14289527957252135,MetFrag,1
Only-MS$^2$,UF_003,0.0,MetFrag,1
LC-MS$^2$Struct,UF_003,3.751030179983668,MetFrag,1
MS$^2$+RT,UF_003,-0.13333333333333375,MetFrag,1
MS$^2$+logP,UF_003,1.3742625032159912,MetFrag,1
MS$^2$+RO,UF_003,1.3702894392429277,MetFrag,1
Only-MS$^2$,UT_000,0.0,MetFrag,1
LC-MS$^2$Struct,UT_000,3.8778590452719626,MetFrag,1
MS$^2$+RT,UT_000,4.4921487895722905,MetFrag,1
MS$^2$+logP,UT_000,0.4156991340277014,MetFrag,1
MS$^2$+RO,UT_000,3.9437015299546263,MetFrag,1
Only-MS$^2$,AVG.,0.0,MetFrag,1
LC-MS$^2$Struct,AVG.,7.286445466107098,MetFrag,1
MS$^2$+RT,AVG.,0.2905259454174276,MetFrag,1
MS$^2$+logP,AVG.,1.0453435006075757,MetFrag,1
MS$^2$+RO,AVG.,1.7840283639721282,MetFrag,1
Only-MS$^2$,AC_003,0.0,MetFrag,20
LC-MS$^2$Struct,AC_003,2.4000621745000217,MetFrag,20
MS$^2$+RT,AC_003,-1.2490245019336754,MetFrag,20
MS$^2$+logP,AC_003,-0.6830118270963297,MetFrag,20
MS$^2$+RO,AC_003,0.8938185543868329,MetFrag,20
Only-MS$^2$,AU_000,0.0,MetFrag,20
LC-MS$^2$Struct,AU_000,9.708729230665817,MetFrag,20
MS$^2$+RT,AU_000,-0.24116497651353086,MetFrag,20
MS$^2$+logP,AU_000,3.7506339925705774,MetFrag,20
MS$^2$+RO,AU_000,4.052856214792797,MetFrag,20
Only-MS$^2$,AU_002,0.0,MetFrag,20
LC-MS$^2$Struct,AU_002,9.858648710412169,MetFrag,20
MS$^2$+RT,AU_002,-0.7464891522592723,MetFrag,20
