scoring_method,dataset,top_k_acc,ms2scorer,k
LC-MS$^2$Struct (2D),EQ_001,3.6133333333333333,CFM-ID,1
LC-MS$^2$Struct (3D),EQ_001,4.68,CFM-ID,1
Only-MS$^2$,EQ_003,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),EQ_003,2.1333333333333337,CFM-ID,1
LC-MS$^2$Struct (3D),EQ_003,2.2666666666666666,CFM-ID,1
Only-MS$^2$,EQ_004,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),EQ_004,1.7777777777777777,CFM-ID,1
LC-MS$^2$Struct (3D),EQ_004,1.7777777777777777,CFM-ID,1
Only-MS$^2$,EQ_006,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),EQ_006,2.2666666666666657,CFM-ID,1
LC-MS$^2$Struct (3D),EQ_006,3.466666666666667,CFM-ID,1
Only-MS$^2$,ET_002,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),ET_002,4.0,CFM-ID,1
LC-MS$^2$Struct (3D),ET_002,6.0,CFM-ID,1
Only-MS$^2$,KW_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),KW_000,3.6363636363636362,CFM-ID,1
LC-MS$^2$Struct (3D),KW_000,5.454545454545453,CFM-ID,1
Only-MS$^2$,LQB_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),LQB_000,6.3006535947712425,CFM-ID,1
LC-MS$^2$Struct (3D),LQB_000,14.581699346405232,CFM-ID,1
Only-MS$^2$,LU_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),LU_000,1.5426170468187275,CFM-ID,1
LC-MS$^2$Struct (3D),LU_000,2.932403730723059,CFM-ID,1
Only-MS$^2$,LU_001,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),LU_001,1.7756753050870708,CFM-ID,1
LC-MS$^2$Struct (3D),LU_001,3.0028794734677096,CFM-ID,1
Only-MS$^2$,NA_003,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),NA_003,0.2132861565678903,CFM-ID,1
LC-MS$^2$Struct (3D),NA_003,3.279952823234557,CFM-ID,1
Only-MS$^2$,PR_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),PR_000,1.7385216011816702,CFM-ID,1
LC-MS$^2$Struct (3D),PR_000,8.570454374290911,CFM-ID,1
Only-MS$^2$,PR_002,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),PR_002,1.6361655773420498,CFM-ID,1
LC-MS$^2$Struct (3D),PR_002,5.59694989106754,CFM-ID,1
Only-MS$^2$,RP_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),RP_000,2.6616499442586408,CFM-ID,1
LC-MS$^2$Struct (3D),RP_000,4.110925306577481,CFM-ID,1
Only-MS$^2$,RP_001,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),RP_001,6.266666666666666,CFM-ID,1
LC-MS$^2$Struct (3D),RP_001,7.466666666666667,CFM-ID,1
Only-MS$^2$,SM_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),SM_000,3.966128649658062,CFM-ID,1
LC-MS$^2$Struct (3D),SM_000,5.2105730941025055,CFM-ID,1
Only-MS$^2$,SM_001,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),SM_001,3.6074855474104544,CFM-ID,1
LC-MS$^2$Struct (3D),SM_001,3.8875975922283814,CFM-ID,1
Only-MS$^2$,UF_002,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),UF_002,1.6,CFM-ID,1
LC-MS$^2$Struct (3D),UF_002,1.7333333333333334,CFM-ID,1
Only-MS$^2$,UF_003,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),UF_003,3.733333333333334,CFM-ID,1
LC-MS$^2$Struct (3D),UF_003,5.466666666666667,CFM-ID,1
Only-MS$^2$,UT_000,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),UT_000,0.9512888907258024,CFM-ID,1
LC-MS$^2$Struct (3D),UT_000,3.2827858721731324,CFM-ID,1
Only-MS$^2$,AVG.,0.0,CFM-ID,1
LC-MS$^2$Struct (2D),AVG.,3.1241934194505063,CFM-ID,1
LC-MS$^2$Struct (3D),AVG.,4.709606982128138,CFM-ID,1
Only-MS$^2$,AC_003,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),AC_003,3.866666666666667,CFM-ID,20
LC-MS$^2$Struct (3D),AC_003,5.466666666666669,CFM-ID,20
Only-MS$^2$,AU_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),AU_000,4.912556722080524,CFM-ID,20
LC-MS$^2$Struct (3D),AU_000,5.1792233887471895,CFM-ID,20
Only-MS$^2$,AU_002,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),AU_002,8.13519015343072,CFM-ID,20
LC-MS$^2$Struct (3D),AU_002,8.537007064681596,CFM-ID,20
Only-MS$^2$,AU_003,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),AU_003,10.533333333333331,CFM-ID,20
LC-MS$^2$Struct (3D),AU_003,11.06666666666667,CFM-ID,20
Only-MS$^2$,BML_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),BML_000,9.2,CFM-ID,20
LC-MS$^2$Struct (3D),BML_000,11.999999999999996,CFM-ID,20
Only-MS$^2$,BML_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),BML_001,11.327478960848886,CFM-ID,20
LC-MS$^2$Struct (3D),BML_001,13.727478960848885,CFM-ID,20
Only-MS$^2$,BS_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),BS_000,13.333333333333329,CFM-ID,20
LC-MS$^2$Struct (3D),BS_000,18.799999999999997,CFM-ID,20
Only-MS$^2$,CE_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),CE_001,-2.564102564102562,CFM-ID,20
LC-MS$^2$Struct (3D),CE_001,2.564102564102569,CFM-ID,20
Only-MS$^2$,EA_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EA_000,7.147674418604645,CFM-ID,20
LC-MS$^2$Struct (3D),EA_000,7.947674418604642,CFM-ID,20
Only-MS$^2$,EA_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EA_001,8.799999999999997,CFM-ID,20
LC-MS$^2$Struct (3D),EA_001,11.333333333333329,CFM-ID,20
Only-MS$^2$,EA_002,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EA_002,4.9138620622378255,CFM-ID,20
LC-MS$^2$Struct (3D),EA_002,4.894254219100567,CFM-ID,20
Only-MS$^2$,EA_003,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EA_003,8.798391151332325,CFM-ID,20
LC-MS$^2$Struct (3D),EA_003,10.419808949220702,CFM-ID,20
Only-MS$^2$,EQ_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EQ_001,8.666666666666664,CFM-ID,20
LC-MS$^2$Struct (3D),EQ_001,8.533333333333331,CFM-ID,20
Only-MS$^2$,EQ_003,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EQ_003,9.733333333333334,CFM-ID,20
LC-MS$^2$Struct (3D),EQ_003,11.733333333333334,CFM-ID,20
Only-MS$^2$,EQ_004,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EQ_004,5.866666666666667,CFM-ID,20
LC-MS$^2$Struct (3D),EQ_004,4.799999999999997,CFM-ID,20
Only-MS$^2$,EQ_006,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),EQ_006,3.866666666666667,CFM-ID,20
LC-MS$^2$Struct (3D),EQ_006,6.400000000000006,CFM-ID,20
Only-MS$^2$,ET_002,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),ET_002,0.0,CFM-ID,20
LC-MS$^2$Struct (3D),ET_002,0.0,CFM-ID,20
Only-MS$^2$,KW_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),KW_000,9.090909090909104,CFM-ID,20
LC-MS$^2$Struct (3D),KW_000,9.090909090909104,CFM-ID,20
Only-MS$^2$,LQB_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),LQB_000,2.126797385620918,CFM-ID,20
LC-MS$^2$Struct (3D),LQB_000,10.433986928104574,CFM-ID,20
Only-MS$^2$,LU_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),LU_000,5.216622569563732,CFM-ID,20
LC-MS$^2$Struct (3D),LU_000,7.732244202832426,CFM-ID,20
Only-MS$^2$,LU_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),LU_001,5.968051556286845,CFM-ID,20
LC-MS$^2$Struct (3D),LU_001,6.845605375017136,CFM-ID,20
Only-MS$^2$,NA_003,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),NA_003,2.7576771543463003,CFM-ID,20
LC-MS$^2$Struct (3D),NA_003,6.7576771543463,CFM-ID,20
Only-MS$^2$,PR_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),PR_000,7.392547536505198,CFM-ID,20
LC-MS$^2$Struct (3D),PR_000,14.434564343227905,CFM-ID,20
Only-MS$^2$,PR_002,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),PR_002,7.472766884531595,CFM-ID,20
LC-MS$^2$Struct (3D),PR_002,9.873638344226585,CFM-ID,20
Only-MS$^2$,RP_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),RP_000,14.791757549318994,CFM-ID,20
LC-MS$^2$Struct (3D),RP_000,16.241032911637838,CFM-ID,20
Only-MS$^2$,RP_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),RP_001,10.133333333333333,CFM-ID,20
LC-MS$^2$Struct (3D),RP_001,14.399999999999999,CFM-ID,20
Only-MS$^2$,SM_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),SM_000,4.703992227521638,CFM-ID,20
LC-MS$^2$Struct (3D),SM_000,5.5039922275216355,CFM-ID,20
Only-MS$^2$,SM_001,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),SM_001,4.9228201919065455,CFM-ID,20
LC-MS$^2$Struct (3D),SM_001,6.04326837117825,CFM-ID,20
Only-MS$^2$,UF_002,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),UF_002,4.666666666666664,CFM-ID,20
LC-MS$^2$Struct (3D),UF_002,5.466666666666669,CFM-ID,20
Only-MS$^2$,UF_003,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),UF_003,8.399999999999999,CFM-ID,20
LC-MS$^2$Struct (3D),UF_003,10.800000000000004,CFM-ID,20
Only-MS$^2$,UT_000,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),UT_000,3.288031189425894,CFM-ID,20
LC-MS$^2$Struct (3D),UT_000,7.853382080564913,CFM-ID,20
Only-MS$^2$,AVG.,0.0,CFM-ID,20
LC-MS$^2$Struct (2D),AVG.,7.184589110420838,CFM-ID,20
LC-MS$^2$Struct (3D),AVG.,9.32006516081836,CFM-ID,20
Only-MS$^2$,AC_003,0.0,MetFrag,1
LC-MS$^2$Struct (2D),AC_003,5.979685648407541,MetFrag,1
LC-MS$^2$Struct (3D),AC_003,7.846352315074208,MetFrag,1
Only-MS$^2$,AU_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),AU_000,7.254763618490285,MetFrag,1
LC-MS$^2$Struct (3D),AU_000,10.454763618490288,MetFrag,1
Only-MS$^2$,AU_002,0.0,MetFrag,1
LC-MS$^2$Struct (2D),AU_002,2.275118327755168,MetFrag,1
LC-MS$^2$Struct (3D),AU_002,4.282955005403166,MetFrag,1
Only-MS$^2$,AU_003,0.0,MetFrag,1
LC-MS$^2$Struct (2D),AU_003,-1.3071428571428574,MetFrag,1
LC-MS$^2$Struct (3D),AU_003,2.826190476190476,MetFrag,1
Only-MS$^2$,BML_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),BML_000,2.932951473921101,MetFrag,1
LC-MS$^2$Struct (3D),BML_000,6.332951473921101,MetFrag,1
Only-MS$^2$,BML_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),BML_001,2.59780222270796,MetFrag,1
LC-MS$^2$Struct (3D),BML_001,3.6644688893746262,MetFrag,1
Only-MS$^2$,BS_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),BS_000,1.8694788025863325,MetFrag,1
LC-MS$^2$Struct (3D),BS_000,5.070431183538716,MetFrag,1
Only-MS$^2$,CE_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),CE_001,-2.1379531215596788,MetFrag,1
LC-MS$^2$Struct (3D),CE_001,0.4261494425428851,MetFrag,1
Only-MS$^2$,EA_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EA_000,13.423585991876033,MetFrag,1
LC-MS$^2$Struct (3D),EA_000,16.001363769653814,MetFrag,1
Only-MS$^2$,EA_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EA_001,10.800265962689659,MetFrag,1
LC-MS$^2$Struct (3D),EA_001,12.33359929602299,MetFrag,1
Only-MS$^2$,EA_002,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EA_002,6.012065054451361,MetFrag,1
LC-MS$^2$Struct (3D),EA_002,6.338862440072275,MetFrag,1
Only-MS$^2$,EA_003,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EA_003,6.813832603890274,MetFrag,1
LC-MS$^2$Struct (3D),EA_003,10.402319280612247,MetFrag,1
Only-MS$^2$,EQ_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EQ_001,5.83410101010101,MetFrag,1
LC-MS$^2$Struct (3D),EQ_001,7.567434343434343,MetFrag,1
Only-MS$^2$,EQ_003,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EQ_003,2.6626262626262625,MetFrag,1
LC-MS$^2$Struct (3D),EQ_003,5.195959595959597,MetFrag,1
Only-MS$^2$,EQ_004,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EQ_004,4.066666666666667,MetFrag,1
LC-MS$^2$Struct (3D),EQ_004,6.466666666666668,MetFrag,1
Only-MS$^2$,EQ_006,0.0,MetFrag,1
LC-MS$^2$Struct (2D),EQ_006,3.5999999999999996,MetFrag,1
LC-MS$^2$Struct (3D),EQ_006,5.6,MetFrag,1
Only-MS$^2$,ET_002,0.0,MetFrag,1
LC-MS$^2$Struct (2D),ET_002,2.2280701754385976,MetFrag,1
LC-MS$^2$Struct (3D),ET_002,2.2280701754385976,MetFrag,1
Only-MS$^2$,KW_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),KW_000,3.5664335664335662,MetFrag,1
LC-MS$^2$Struct (3D),KW_000,1.748251748251748,MetFrag,1
Only-MS$^2$,LQB_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),LQB_000,1.9063815269697617,MetFrag,1
LC-MS$^2$Struct (3D),LQB_000,18.14481792717087,MetFrag,1
Only-MS$^2$,LU_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),LU_000,4.498875460971205,MetFrag,1
LC-MS$^2$Struct (3D),LU_000,5.053712780514403,MetFrag,1
Only-MS$^2$,LU_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),LU_001,2.031927427148016,MetFrag,1
LC-MS$^2$Struct (3D),LU_001,3.27627131855073,MetFrag,1
Only-MS$^2$,NA_003,0.0,MetFrag,1
LC-MS$^2$Struct (2D),NA_003,8.93292100625776,MetFrag,1
LC-MS$^2$Struct (3D),NA_003,11.866254339591094,MetFrag,1
Only-MS$^2$,PR_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),PR_000,5.215757665607001,MetFrag,1
LC-MS$^2$Struct (3D),PR_000,11.9188388981,MetFrag,1
Only-MS$^2$,PR_002,0.0,MetFrag,1
LC-MS$^2$Struct (2D),PR_002,2.529939451241445,MetFrag,1
LC-MS$^2$Struct (3D),PR_002,6.8494746727374505,MetFrag,1
Only-MS$^2$,RP_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),RP_000,1.8780885432634227,MetFrag,1
LC-MS$^2$Struct (3D),RP_000,7.530262456306901,MetFrag,1
Only-MS$^2$,RP_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),RP_001,3.1861710037174706,MetFrag,1
LC-MS$^2$Struct (3D),RP_001,7.319504337050805,MetFrag,1
Only-MS$^2$,SM_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),SM_000,6.818613277752898,MetFrag,1
LC-MS$^2$Struct (3D),SM_000,7.485279944419564,MetFrag,1
Only-MS$^2$,SM_001,0.0,MetFrag,1
LC-MS$^2$Struct (2D),SM_001,3.243171074362373,MetFrag,1
LC-MS$^2$Struct (3D),SM_001,4.223563231225118,MetFrag,1
Only-MS$^2$,UF_002,0.0,MetFrag,1
LC-MS$^2$Struct (2D),UF_002,3.4562286129058553,MetFrag,1
LC-MS$^2$Struct (3D),UF_002,4.6562286129058545,MetFrag,1
Only-MS$^2$,UF_003,0.0,MetFrag,1
LC-MS$^2$Struct (2D),UF_003,2.2843635133170013,MetFrag,1
LC-MS$^2$Struct (3D),UF_003,3.751030179983668,MetFrag,1
Only-MS$^2$,UT_000,0.0,MetFrag,1
LC-MS$^2$Struct (2D),UT_000,0.458437044439155,MetFrag,1
LC-MS$^2$Struct (3D),UT_000,3.8778590452719626,MetFrag,1
Only-MS$^2$,AVG.,0.0,MetFrag,1
LC-MS$^2$Struct (2D),AVG.,4.490203026188342,MetFrag,1
LC-MS$^2$Struct (3D),AVG.,7.237821036610238,MetFrag,1
Only-MS$^2$,AC_003,0.0,MetFrag,20
LC-MS$^2$Struct (2D),AC_003,1.200062174500026,MetFrag,20
LC-MS$^2$Struct (3D),AC_003,2.4000621745000217,MetFrag,20
Only-MS$^2$,AU_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),AU_000,7.90872923066582,MetFrag,20
LC-MS$^2$Struct (3D),AU_000,9.708729230665817,MetFrag,20
Only-MS$^2$,AU_002,0.0,MetFrag,20
LC-MS$^2$Struct (2D),AU_002,8.640719190595867,MetFrag,20
LC-MS$^2$Struct (3D),AU_002,9.858648710412169,MetFrag,20
Only-MS$^2$,AU_003,0.0,MetFrag,20
LC-MS$^2$Struct (2D),AU_003,12.183333333333337,MetFrag,20
LC-MS$^2$Struct (3D),AU_003,15.383333333333333,MetFrag,20
Only-MS$^2$,BML_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),BML_000,5.045863229466306,MetFrag,20
LC-MS$^2$Struct (3D),BML_000,8.512529896132975,MetFrag,20
Only-MS$^2$,BML_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),BML_001,8.296460937836553,MetFrag,20
LC-MS$^2$Struct (3D),BML_001,12.029794271169887,MetFrag,20
Only-MS$^2$,BS_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),BS_000,15.513934779149615,MetFrag,20
LC-MS$^2$Struct (3D),BS_000,23.007744302959146,MetFrag,20
Only-MS$^2$,CE_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),CE_001,12.599457738920798,MetFrag,20
LC-MS$^2$Struct (3D),CE_001,17.72766286712592,MetFrag,20
Only-MS$^2$,EA_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EA_000,15.54607110832928,MetFrag,20
LC-MS$^2$Struct (3D),EA_000,17.012737774995948,MetFrag,20
Only-MS$^2$,EA_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EA_001,10.207470446523061,MetFrag,20
LC-MS$^2$Struct (3D),EA_001,12.074137113189721,MetFrag,20
Only-MS$^2$,EA_002,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EA_002,7.646376038524664,MetFrag,20
LC-MS$^2$Struct (3D),EA_002,7.979709371858,MetFrag,20
Only-MS$^2$,EA_003,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EA_003,8.557527348930122,MetFrag,20
LC-MS$^2$Struct (3D),EA_003,9.211122120171964,MetFrag,20
Only-MS$^2$,EQ_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EQ_001,6.99743124205812,MetFrag,20
LC-MS$^2$Struct (3D),EQ_001,7.930764575391443,MetFrag,20
Only-MS$^2$,EQ_003,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EQ_003,8.763636363636373,MetFrag,20
LC-MS$^2$Struct (3D),EQ_003,9.696969696969695,MetFrag,20
Only-MS$^2$,EQ_004,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EQ_004,4.666666666666664,MetFrag,20
LC-MS$^2$Struct (3D),EQ_004,5.866666666666667,MetFrag,20
Only-MS$^2$,EQ_006,0.0,MetFrag,20
LC-MS$^2$Struct (2D),EQ_006,12.133333333333333,MetFrag,20
LC-MS$^2$Struct (3D),EQ_006,14.933333333333337,MetFrag,20
Only-MS$^2$,ET_002,0.0,MetFrag,20
LC-MS$^2$Struct (2D),ET_002,-0.5999999999999943,MetFrag,20
LC-MS$^2$Struct (3D),ET_002,1.4000000000000057,MetFrag,20
Only-MS$^2$,KW_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),KW_000,17.253436218953464,MetFrag,20
LC-MS$^2$Struct (3D),KW_000,19.071618037135277,MetFrag,20
Only-MS$^2$,LQB_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),LQB_000,0.14099755175203654,MetFrag,20
LC-MS$^2$Struct (3D),LQB_000,7.329836296601016,MetFrag,20
Only-MS$^2$,LU_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),LU_000,6.935191648201219,MetFrag,20
LC-MS$^2$Struct (3D),LU_000,5.534631424111581,MetFrag,20
Only-MS$^2$,LU_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),LU_001,5.979379490808526,MetFrag,20
LC-MS$^2$Struct (3D),LU_001,6.8740730325608865,MetFrag,20
Only-MS$^2$,NA_003,0.0,MetFrag,20
LC-MS$^2$Struct (2D),NA_003,4.473800596535703,MetFrag,20
LC-MS$^2$Struct (3D),NA_003,8.207133929869038,MetFrag,20
Only-MS$^2$,PR_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),PR_000,6.692171667964402,MetFrag,20
LC-MS$^2$Struct (3D),PR_000,13.923264104939186,MetFrag,20
Only-MS$^2$,PR_002,0.0,MetFrag,20
LC-MS$^2$Struct (2D),PR_002,6.652727382821531,MetFrag,20
LC-MS$^2$Struct (3D),PR_002,12.79651823249474,MetFrag,20
Only-MS$^2$,RP_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),RP_000,12.815043766438755,MetFrag,20
LC-MS$^2$Struct (3D),RP_000,15.713594491076442,MetFrag,20
Only-MS$^2$,RP_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),RP_001,7.056753407682777,MetFrag,20
LC-MS$^2$Struct (3D),RP_001,12.656753407682771,MetFrag,20
Only-MS$^2$,SM_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),SM_000,9.460413465225969,MetFrag,20
LC-MS$^2$Struct (3D),SM_000,9.06041346522597,MetFrag,20
Only-MS$^2$,SM_001,0.0,MetFrag,20
LC-MS$^2$Struct (2D),SM_001,10.129202842489818,MetFrag,20
LC-MS$^2$Struct (3D),SM_001,10.409314887307751,MetFrag,20
Only-MS$^2$,UF_002,0.0,MetFrag,20
LC-MS$^2$Struct (2D),UF_002,15.997980672121294,MetFrag,20
LC-MS$^2$Struct (3D),UF_002,15.931314005454624,MetFrag,20
Only-MS$^2$,UF_003,0.0,MetFrag,20
LC-MS$^2$Struct (2D),UF_003,12.283212347608206,MetFrag,20
LC-MS$^2$Struct (3D),UF_003,13.216545680941536,MetFrag,20
Only-MS$^2$,UT_000,0.0,MetFrag,20
LC-MS$^2$Struct (2D),UT_000,4.368840384354058,MetFrag,20
LC-MS$^2$Struct (3D),UT_000,14.956843215821763,MetFrag,20
Only-MS$^2$,AVG.,0.0,MetFrag,20
LC-MS$^2$Struct (2D),AVG.,8.621500526638783,MetFrag,20
LC-MS$^2$Struct (3D),AVG.,11.315590167901732,MetFrag,20
Only-MS$^2$,AC_003,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),AC_003,2.2666666666666657,SIRIUS,1
LC-MS$^2$Struct (3D),AC_003,4.266666666666666,SIRIUS,1
Only-MS$^2$,AU_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),AU_000,0.5777777777777757,SIRIUS,1
LC-MS$^2$Struct (3D),AU_000,1.1777777777777771,SIRIUS,1
Only-MS$^2$,AU_002,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),AU_002,-0.19966057701906692,SIRIUS,1
LC-MS$^2$Struct (3D),AU_002,0.2021563342318018,SIRIUS,1
Only-MS$^2$,AU_003,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),AU_003,-0.8666666666666671,SIRIUS,1
LC-MS$^2$Struct (3D),AU_003,0.6666666666666643,SIRIUS,1
Only-MS$^2$,BML_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),BML_000,0.0,SIRIUS,1
LC-MS$^2$Struct (3D),BML_000,3.7333333333333343,SIRIUS,1
Only-MS$^2$,BML_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),BML_001,0.13333333333333286,SIRIUS,1
LC-MS$^2$Struct (3D),BML_001,2.5333333333333314,SIRIUS,1
Only-MS$^2$,BS_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),BS_000,-0.8000000000000007,SIRIUS,1
LC-MS$^2$Struct (3D),BS_000,5.06666666666667,SIRIUS,1
