scoring_method,dataset,top_k_acc,ms2scorer,k
Only-MS$^2$,CE_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),CE_001,1.2820512820512775,SIRIUS,1
LC-MS$^2$Struct (3D),CE_001,1.2820512820512775,SIRIUS,1
Only-MS$^2$,EA_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EA_000,1.3333333333333357,SIRIUS,1
LC-MS$^2$Struct (3D),EA_000,1.6000000000000014,SIRIUS,1
Only-MS$^2$,EA_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EA_001,0.8000000000000043,SIRIUS,1
LC-MS$^2$Struct (3D),EA_001,2.133333333333333,SIRIUS,1
Only-MS$^2$,EA_002,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EA_002,1.1535947712418348,SIRIUS,1
LC-MS$^2$Struct (3D),EA_002,2.8071895424836626,SIRIUS,1
Only-MS$^2$,EA_003,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EA_003,0.31108597285066963,SIRIUS,1
LC-MS$^2$Struct (3D),EA_003,-0.5090497737556561,SIRIUS,1
Only-MS$^2$,EQ_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EQ_001,2.0666666666666664,SIRIUS,1
LC-MS$^2$Struct (3D),EQ_001,1.3999999999999986,SIRIUS,1
Only-MS$^2$,EQ_003,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EQ_003,-1.7333333333333272,SIRIUS,1
LC-MS$^2$Struct (3D),EQ_003,-1.0666666666666629,SIRIUS,1
Only-MS$^2$,EQ_004,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EQ_004,0.8666666666666671,SIRIUS,1
LC-MS$^2$Struct (3D),EQ_004,1.2666666666666657,SIRIUS,1
Only-MS$^2$,EQ_006,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),EQ_006,-0.5333333333333314,SIRIUS,1
LC-MS$^2$Struct (3D),EQ_006,-0.13333333333333286,SIRIUS,1
Only-MS$^2$,ET_002,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),ET_002,0.0,SIRIUS,1
LC-MS$^2$Struct (3D),ET_002,0.0,SIRIUS,1
Only-MS$^2$,KW_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),KW_000,1.818181818181813,SIRIUS,1
LC-MS$^2$Struct (3D),KW_000,3.6363636363636296,SIRIUS,1
Only-MS$^2$,LQB_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),LQB_000,0.8015873015873023,SIRIUS,1
LC-MS$^2$Struct (3D),LQB_000,9.379454281141133,SIRIUS,1
Only-MS$^2$,LU_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),LU_000,-0.9750053867700927,SIRIUS,1
LC-MS$^2$Struct (3D),LU_000,0.5602240896358488,SIRIUS,1
Only-MS$^2$,LU_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),LU_001,-0.44906074317838574,SIRIUS,1
LC-MS$^2$Struct (3D),LU_001,-0.5399012751953904,SIRIUS,1
Only-MS$^2$,NA_003,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),NA_003,1.4666666666666615,SIRIUS,1
LC-MS$^2$Struct (3D),NA_003,2.2666666666666657,SIRIUS,1
Only-MS$^2$,PR_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),PR_000,0.6316526610644253,SIRIUS,1
LC-MS$^2$Struct (3D),PR_000,6.471988795518204,SIRIUS,1
Only-MS$^2$,PR_002,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),PR_002,-0.2156862745098138,SIRIUS,1
LC-MS$^2$Struct (3D),PR_002,3.7298474945533684,SIRIUS,1
Only-MS$^2$,RP_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),RP_000,0.0,SIRIUS,1
LC-MS$^2$Struct (3D),RP_000,5.797101449275367,SIRIUS,1
Only-MS$^2$,RP_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),RP_001,0.93333333333333,SIRIUS,1
LC-MS$^2$Struct (3D),RP_001,3.4666666666666686,SIRIUS,1
Only-MS$^2$,SM_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),SM_000,1.4666666666666686,SIRIUS,1
LC-MS$^2$Struct (3D),SM_000,3.06666666666667,SIRIUS,1
Only-MS$^2$,SM_001,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),SM_001,0.14005602240895598,SIRIUS,1
LC-MS$^2$Struct (3D),SM_001,0.5602240896358452,SIRIUS,1
Only-MS$^2$,UF_002,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),UF_002,2.0,SIRIUS,1
LC-MS$^2$Struct (3D),UF_002,3.3333333333333357,SIRIUS,1
Only-MS$^2$,UF_003,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),UF_003,-0.13333333333333286,SIRIUS,1
LC-MS$^2$Struct (3D),UF_003,0.8000000000000043,SIRIUS,1
Only-MS$^2$,UT_000,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),UT_000,0.15489476713117156,SIRIUS,1
LC-MS$^2$Struct (3D),UT_000,0.4559851861461155,SIRIUS,1
Only-MS$^2$,AVG.,0.0,SIRIUS,1
LC-MS$^2$Struct (2D),AVG.,0.4425850258580084,SIRIUS,1
LC-MS$^2$Struct (3D),AVG.,2.202438328804135,SIRIUS,1
Only-MS$^2$,AC_003,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),AC_003,-0.2666666666666657,SIRIUS,20
LC-MS$^2$Struct (3D),AC_003,-0.2666666666666657,SIRIUS,20
Only-MS$^2$,AU_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),AU_000,-0.13333333333333997,SIRIUS,20
LC-MS$^2$Struct (3D),AU_000,-0.4000000000000057,SIRIUS,20
Only-MS$^2$,AU_002,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),AU_002,0.002495757212741978,SIRIUS,20
LC-MS$^2$Struct (3D),AU_002,0.9433962264150892,SIRIUS,20
Only-MS$^2$,AU_003,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),AU_003,0.5333333333333314,SIRIUS,20
LC-MS$^2$Struct (3D),AU_003,1.3333333333333286,SIRIUS,20
Only-MS$^2$,BML_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),BML_000,0.9333333333333229,SIRIUS,20
LC-MS$^2$Struct (3D),BML_000,2.3999999999999915,SIRIUS,20
Only-MS$^2$,BML_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),BML_001,0.2666666666666657,SIRIUS,20
LC-MS$^2$Struct (3D),BML_001,0.2666666666666657,SIRIUS,20
Only-MS$^2$,BS_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),BS_000,0.5333333333333314,SIRIUS,20
LC-MS$^2$Struct (3D),BS_000,2.4000000000000057,SIRIUS,20
Only-MS$^2$,CE_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),CE_001,0.0,SIRIUS,20
LC-MS$^2$Struct (3D),CE_001,0.0,SIRIUS,20
Only-MS$^2$,EA_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EA_000,2.0,SIRIUS,20
LC-MS$^2$Struct (3D),EA_000,3.3333333333333286,SIRIUS,20
Only-MS$^2$,EA_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EA_001,0.13333333333332575,SIRIUS,20
LC-MS$^2$Struct (3D),EA_001,0.5333333333333314,SIRIUS,20
Only-MS$^2$,EA_002,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EA_002,-0.006535947712407619,SIRIUS,20
LC-MS$^2$Struct (3D),EA_002,0.326797385620921,SIRIUS,20
Only-MS$^2$,EA_003,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EA_003,0.0,SIRIUS,20
LC-MS$^2$Struct (3D),EA_003,-0.326797385620921,SIRIUS,20
Only-MS$^2$,EQ_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EQ_001,0.2666666666666657,SIRIUS,20
LC-MS$^2$Struct (3D),EQ_001,1.0666666666666629,SIRIUS,20
Only-MS$^2$,EQ_003,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EQ_003,1.86666666666666,SIRIUS,20
LC-MS$^2$Struct (3D),EQ_003,3.066666666666663,SIRIUS,20
Only-MS$^2$,EQ_004,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EQ_004,0.6666666666666572,SIRIUS,20
LC-MS$^2$Struct (3D),EQ_004,1.3333333333333286,SIRIUS,20
Only-MS$^2$,EQ_006,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),EQ_006,0.6666666666666714,SIRIUS,20
LC-MS$^2$Struct (3D),EQ_006,0.6666666666666714,SIRIUS,20
Only-MS$^2$,ET_002,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),ET_002,2.0,SIRIUS,20
LC-MS$^2$Struct (3D),ET_002,0.0,SIRIUS,20
Only-MS$^2$,KW_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),KW_000,-2.424242424242422,SIRIUS,20
LC-MS$^2$Struct (3D),KW_000,-2.424242424242422,SIRIUS,20
Only-MS$^2$,LQB_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),LQB_000,0.5192966075318992,SIRIUS,20
LC-MS$^2$Struct (3D),LQB_000,4.585582210569299,SIRIUS,20
Only-MS$^2$,LU_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),LU_000,0.8403361344537785,SIRIUS,20
LC-MS$^2$Struct (3D),LU_000,1.1204481792716905,SIRIUS,20
Only-MS$^2$,LU_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),LU_001,1.3283285342108968,SIRIUS,20
LC-MS$^2$Struct (3D),LU_001,1.3249005896064716,SIRIUS,20
Only-MS$^2$,NA_003,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),NA_003,0.6666666666666714,SIRIUS,20
LC-MS$^2$Struct (3D),NA_003,1.8666666666666742,SIRIUS,20
Only-MS$^2$,PR_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),PR_000,0.4201680672269106,SIRIUS,20
LC-MS$^2$Struct (3D),PR_000,4.663865546218489,SIRIUS,20
Only-MS$^2$,PR_002,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),PR_002,0.32897603485837124,SIRIUS,20
LC-MS$^2$Struct (3D),PR_002,2.5250544662309267,SIRIUS,20
Only-MS$^2$,RP_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),RP_000,0.0,SIRIUS,20
LC-MS$^2$Struct (3D),RP_000,4.347826086956516,SIRIUS,20
Only-MS$^2$,RP_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),RP_001,0.13333333333333997,SIRIUS,20
LC-MS$^2$Struct (3D),RP_001,0.3466666666666782,SIRIUS,20
Only-MS$^2$,SM_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),SM_000,0.9333333333333371,SIRIUS,20
LC-MS$^2$Struct (3D),SM_000,1.8666666666666742,SIRIUS,20
Only-MS$^2$,SM_001,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),SM_001,0.2801120448179262,SIRIUS,20
LC-MS$^2$Struct (3D),SM_001,1.120448179271719,SIRIUS,20
Only-MS$^2$,UF_002,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),UF_002,-0.6666666666666572,SIRIUS,20
LC-MS$^2$Struct (3D),UF_002,0.2666666666666657,SIRIUS,20
Only-MS$^2$,UF_003,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),UF_003,0.13333333333332575,SIRIUS,20
LC-MS$^2$Struct (3D),UF_003,0.0,SIRIUS,20
Only-MS$^2$,UT_000,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),UT_000,0.753406708595378,SIRIUS,20
LC-MS$^2$Struct (3D),UT_000,4.364233235626145,SIRIUS,20
Only-MS$^2$,AVG.,0.0,SIRIUS,20
LC-MS$^2$Struct (2D),AVG.,0.48436829120643665,SIRIUS,20
LC-MS$^2$Struct (3D),AVG.,1.443602549560424,SIRIUS,20
