scoring_method,k,n_models,top_k_acc
Only-MS$^2$,20,7,69.39083139083137
LC-MS$^2$Struct,1,8,25.0
LC-MS$^2$Struct,20,8,78.0
Only-MS$^2$,1,8,14.10995670995671
Only-MS$^2$,20,8,69.39083139083137
LC-MS$^2$Struct,1,1,8.666666666666666
LC-MS$^2$Struct,20,1,66.0
Only-MS$^2$,1,1,8.210544217687074
Only-MS$^2$,20,1,58.1695874048544
LC-MS$^2$Struct,1,2,13.666666666666666
LC-MS$^2$Struct,20,2,62.0
Only-MS$^2$,1,2,8.210544217687074
Only-MS$^2$,20,2,58.1695874048544
LC-MS$^2$Struct,1,3,14.666666666666666
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,8.210544217687074
Only-MS$^2$,20,3,58.1695874048544
LC-MS$^2$Struct,1,4,11.666666666666666
LC-MS$^2$Struct,20,4,62.0
Only-MS$^2$,1,4,8.210544217687074
Only-MS$^2$,20,4,58.1695874048544
LC-MS$^2$Struct,1,5,13.666666666666666
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,8.210544217687074
Only-MS$^2$,20,5,58.1695874048544
LC-MS$^2$Struct,1,6,13.666666666666666
LC-MS$^2$Struct,20,6,66.0
Only-MS$^2$,1,6,8.210544217687074
Only-MS$^2$,20,6,58.1695874048544
LC-MS$^2$Struct,1,7,11.666666666666666
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,8.210544217687074
Only-MS$^2$,20,7,58.1695874048544
LC-MS$^2$Struct,1,8,11.666666666666666
LC-MS$^2$Struct,20,8,70.0
Only-MS$^2$,1,8,8.210544217687074
Only-MS$^2$,20,8,58.1695874048544
LC-MS$^2$Struct,1,1,17.555555555555557
LC-MS$^2$Struct,20,1,61.71428571428573
Only-MS$^2$,1,1,13.223384442596265
Only-MS$^2$,20,1,55.45381699128157
LC-MS$^2$Struct,1,2,20.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,13.223384442596265
Only-MS$^2$,20,2,55.45381699128157
LC-MS$^2$Struct,1,3,18.0
LC-MS$^2$Struct,20,3,68.0
Only-MS$^2$,1,3,13.223384442596265
Only-MS$^2$,20,3,55.45381699128157
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,13.223384442596265
Only-MS$^2$,20,4,55.45381699128157
LC-MS$^2$Struct,1,5,20.0
LC-MS$^2$Struct,20,5,64.0
Only-MS$^2$,1,5,13.223384442596265
Only-MS$^2$,20,5,55.45381699128157
LC-MS$^2$Struct,1,6,22.0
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,13.223384442596265
Only-MS$^2$,20,6,55.45381699128157
LC-MS$^2$Struct,1,7,20.0
LC-MS$^2$Struct,20,7,66.0
Only-MS$^2$,1,7,13.223384442596265
Only-MS$^2$,20,7,55.45381699128157
LC-MS$^2$Struct,1,8,22.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,13.223384442596265
Only-MS$^2$,20,8,55.45381699128157
LC-MS$^2$Struct,1,1,18.666666666666668
LC-MS$^2$Struct,20,1,66.0
Only-MS$^2$,1,1,9.318410425231242
Only-MS$^2$,20,1,53.10800616653111
LC-MS$^2$Struct,1,2,20.666666666666668
LC-MS$^2$Struct,20,2,70.0
Only-MS$^2$,1,2,9.318410425231242
Only-MS$^2$,20,2,53.10800616653111
LC-MS$^2$Struct,1,3,17.666666666666668
LC-MS$^2$Struct,20,3,68.0
Only-MS$^2$,1,3,9.318410425231242
Only-MS$^2$,20,3,53.10800616653111
LC-MS$^2$Struct,1,4,17.666666666666668
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,9.318410425231242
Only-MS$^2$,20,4,53.10800616653111
LC-MS$^2$Struct,1,5,16.666666666666668
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,9.318410425231242
Only-MS$^2$,20,5,53.10800616653111
LC-MS$^2$Struct,1,6,18.666666666666668
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,9.318410425231242
Only-MS$^2$,20,6,53.10800616653111
LC-MS$^2$Struct,1,7,18.666666666666668
LC-MS$^2$Struct,20,7,62.0
Only-MS$^2$,1,7,9.318410425231242
Only-MS$^2$,20,7,53.10800616653111
LC-MS$^2$Struct,1,8,18.666666666666668
LC-MS$^2$Struct,20,8,62.0
Only-MS$^2$,1,8,9.318410425231242
Only-MS$^2$,20,8,53.10800616653111
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,58.96061884669476
Only-MS$^2$,1,1,7.173715815583363
Only-MS$^2$,20,1,49.02510996246091
LC-MS$^2$Struct,1,2,11.017241379310343
LC-MS$^2$Struct,20,2,66.34482758620688
Only-MS$^2$,1,2,7.173715815583363
Only-MS$^2$,20,2,49.02510996246091
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,7.173715815583363
Only-MS$^2$,20,3,49.02510996246091
LC-MS$^2$Struct,1,4,11.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,7.173715815583363
Only-MS$^2$,20,4,49.02510996246091
LC-MS$^2$Struct,1,5,15.0
LC-MS$^2$Struct,20,5,62.0
Only-MS$^2$,1,5,7.173715815583363
Only-MS$^2$,20,5,49.02510996246091
LC-MS$^2$Struct,1,6,15.0
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,7.173715815583363
Only-MS$^2$,20,6,49.02510996246091
LC-MS$^2$Struct,1,7,13.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,7.173715815583363
Only-MS$^2$,20,7,49.02510996246091
LC-MS$^2$Struct,1,8,15.0
LC-MS$^2$Struct,20,8,62.0
Only-MS$^2$,1,8,7.173715815583363
Only-MS$^2$,20,8,49.02510996246091
LC-MS$^2$Struct,1,1,12.666666666666664
LC-MS$^2$Struct,20,1,58.82352941176472
Only-MS$^2$,1,1,5.34658811559246
Only-MS$^2$,20,1,56.0820150035653
LC-MS$^2$Struct,1,2,20.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,5.34658811559246
Only-MS$^2$,20,2,56.0820150035653
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,5.34658811559246
Only-MS$^2$,20,3,56.0820150035653
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,5.34658811559246
Only-MS$^2$,20,4,56.0820150035653
LC-MS$^2$Struct,1,5,22.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,5.34658811559246
Only-MS$^2$,20,5,56.0820150035653
LC-MS$^2$Struct,1,6,20.0
LC-MS$^2$Struct,20,6,65.0
Only-MS$^2$,1,6,5.34658811559246
Only-MS$^2$,20,6,56.0820150035653
LC-MS$^2$Struct,1,7,24.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,5.34658811559246
Only-MS$^2$,20,7,56.0820150035653
LC-MS$^2$Struct,1,8,22.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,5.34658811559246
Only-MS$^2$,20,8,56.0820150035653
LC-MS$^2$Struct,1,1,19.5
LC-MS$^2$Struct,20,1,64.77777777777779
Only-MS$^2$,1,1,10.107652245261242
Only-MS$^2$,20,1,54.25878601096591
LC-MS$^2$Struct,1,2,19.5
LC-MS$^2$Struct,20,2,64.0
Only-MS$^2$,1,2,10.107652245261242
Only-MS$^2$,20,2,54.25878601096591
LC-MS$^2$Struct,1,3,21.0
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,10.107652245261242
Only-MS$^2$,20,3,54.25878601096591
LC-MS$^2$Struct,1,4,23.0
LC-MS$^2$Struct,20,4,64.0
Only-MS$^2$,1,4,10.107652245261242
Only-MS$^2$,20,4,54.25878601096591
LC-MS$^2$Struct,1,5,23.0
LC-MS$^2$Struct,20,5,62.0
Only-MS$^2$,1,5,10.107652245261242
Only-MS$^2$,20,5,54.25878601096591
LC-MS$^2$Struct,1,6,25.0
LC-MS$^2$Struct,20,6,62.0
Only-MS$^2$,1,6,10.107652245261242
Only-MS$^2$,20,6,54.25878601096591
LC-MS$^2$Struct,1,7,25.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,10.107652245261242
Only-MS$^2$,20,7,54.25878601096591
LC-MS$^2$Struct,1,8,25.0
LC-MS$^2$Struct,20,8,64.0
Only-MS$^2$,1,8,10.107652245261242
Only-MS$^2$,20,8,54.25878601096591
LC-MS$^2$Struct,1,1,13.0
LC-MS$^2$Struct,20,1,50.19354838709676
Only-MS$^2$,1,1,8.102968460111317
Only-MS$^2$,20,1,44.35912815521342
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,8.102968460111317
Only-MS$^2$,20,2,44.35912815521342
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,56.00000000000001
Only-MS$^2$,1,3,8.102968460111317
Only-MS$^2$,20,3,44.35912815521342
LC-MS$^2$Struct,1,4,18.0
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,8.102968460111317
Only-MS$^2$,20,4,44.35912815521342
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,8.102968460111317
Only-MS$^2$,20,5,44.35912815521342
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,56.00000000000001
Only-MS$^2$,1,6,8.102968460111317
Only-MS$^2$,20,6,44.35912815521342
LC-MS$^2$Struct,1,7,18.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,8.102968460111317
Only-MS$^2$,20,7,44.35912815521342
LC-MS$^2$Struct,1,8,14.000000000000002
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,8.102968460111317
Only-MS$^2$,20,8,44.35912815521342
LC-MS$^2$Struct,1,1,16.0
LC-MS$^2$Struct,20,1,62.66666666666666
Only-MS$^2$,1,1,11.019047619047615
Only-MS$^2$,20,1,55.91007641330451
LC-MS$^2$Struct,1,2,20.666666666666668
LC-MS$^2$Struct,20,2,56.00000000000001
Only-MS$^2$,1,2,11.019047619047615
Only-MS$^2$,20,2,55.91007641330451
LC-MS$^2$Struct,1,3,20.666666666666668
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,11.019047619047615
Only-MS$^2$,20,3,55.91007641330451
LC-MS$^2$Struct,1,4,20.666666666666668
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,11.019047619047615
Only-MS$^2$,20,4,55.91007641330451
LC-MS$^2$Struct,1,5,20.666666666666668
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,11.019047619047615
Only-MS$^2$,20,5,55.91007641330451
LC-MS$^2$Struct,1,6,20.666666666666668
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,11.019047619047615
Only-MS$^2$,20,6,55.91007641330451
LC-MS$^2$Struct,1,7,22.666666666666668
LC-MS$^2$Struct,20,7,66.0
Only-MS$^2$,1,7,11.019047619047615
Only-MS$^2$,20,7,55.91007641330451
LC-MS$^2$Struct,1,8,24.666666666666668
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,11.019047619047615
Only-MS$^2$,20,8,55.91007641330451
LC-MS$^2$Struct,1,1,20.83333333333333
LC-MS$^2$Struct,20,1,59.40586189766517
Only-MS$^2$,1,1,6.637564647506373
Only-MS$^2$,20,1,60.68219080313389
LC-MS$^2$Struct,1,2,21.666666666666668
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,6.637564647506373
Only-MS$^2$,20,2,60.68219080313389
LC-MS$^2$Struct,1,3,21.666666666666668
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,6.637564647506373
Only-MS$^2$,20,3,60.68219080313389
LC-MS$^2$Struct,1,4,26.666666666666668
LC-MS$^2$Struct,20,4,72.0
Only-MS$^2$,1,4,6.637564647506373
Only-MS$^2$,20,4,60.68219080313389
LC-MS$^2$Struct,1,5,19.666666666666668
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,6.637564647506373
Only-MS$^2$,20,5,60.68219080313389
LC-MS$^2$Struct,1,6,21.666666666666668
LC-MS$^2$Struct,20,6,70.0
Only-MS$^2$,1,6,6.637564647506373
Only-MS$^2$,20,6,60.68219080313389
LC-MS$^2$Struct,1,7,21.666666666666668
LC-MS$^2$Struct,20,7,70.0
Only-MS$^2$,1,7,6.637564647506373
Only-MS$^2$,20,7,60.68219080313389
LC-MS$^2$Struct,1,8,23.666666666666668
LC-MS$^2$Struct,20,8,70.0
Only-MS$^2$,1,8,6.637564647506373
Only-MS$^2$,20,8,60.68219080313389
LC-MS$^2$Struct,1,1,13.515151515151514
LC-MS$^2$Struct,20,1,59.99999999999999
Only-MS$^2$,1,1,8.4868068439497
Only-MS$^2$,20,1,51.4893656623166
LC-MS$^2$Struct,1,2,18.666666666666664
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,8.4868068439497
Only-MS$^2$,20,2,51.4893656623166
LC-MS$^2$Struct,1,3,15.666666666666664
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,8.4868068439497
Only-MS$^2$,20,3,51.4893656623166
LC-MS$^2$Struct,1,4,15.666666666666664
LC-MS$^2$Struct,20,4,57.99999999999999
Only-MS$^2$,1,4,8.4868068439497
Only-MS$^2$,20,4,51.4893656623166
LC-MS$^2$Struct,1,5,17.666666666666664
LC-MS$^2$Struct,20,5,62.0
Only-MS$^2$,1,5,8.4868068439497
Only-MS$^2$,20,5,51.4893656623166
LC-MS$^2$Struct,1,6,21.666666666666664
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,8.4868068439497
Only-MS$^2$,20,6,51.4893656623166
LC-MS$^2$Struct,1,7,20.666666666666664
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,8.4868068439497
Only-MS$^2$,20,7,51.4893656623166
LC-MS$^2$Struct,1,8,20.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,8.4868068439497
Only-MS$^2$,20,8,51.4893656623166
LC-MS$^2$Struct,1,1,9.294199860237596
LC-MS$^2$Struct,20,1,43.29140461215931
Only-MS$^2$,1,1,4.2100490929754
Only-MS$^2$,20,1,40.391458049984166
LC-MS$^2$Struct,1,2,10.185185185185183
LC-MS$^2$Struct,20,2,53.70370370370371
Only-MS$^2$,1,2,4.2100490929754
Only-MS$^2$,20,2,40.391458049984166
LC-MS$^2$Struct,1,3,10.185185185185183
LC-MS$^2$Struct,20,3,51.85185185185185
Only-MS$^2$,1,3,4.2100490929754
Only-MS$^2$,20,3,40.391458049984166
LC-MS$^2$Struct,1,4,13.88888888888889
LC-MS$^2$Struct,20,4,55.55555555555556
Only-MS$^2$,1,4,4.2100490929754
Only-MS$^2$,20,4,40.391458049984166
LC-MS$^2$Struct,1,5,16.666666666666664
LC-MS$^2$Struct,20,5,53.70370370370371
Only-MS$^2$,1,5,4.2100490929754
Only-MS$^2$,20,5,40.391458049984166
LC-MS$^2$Struct,1,6,9.25925925925926
LC-MS$^2$Struct,20,6,53.70370370370371
Only-MS$^2$,1,6,4.2100490929754
Only-MS$^2$,20,6,40.391458049984166
LC-MS$^2$Struct,1,7,11.11111111111111
LC-MS$^2$Struct,20,7,53.70370370370371
Only-MS$^2$,1,7,4.2100490929754
Only-MS$^2$,20,7,40.391458049984166
LC-MS$^2$Struct,1,8,11.11111111111111
LC-MS$^2$Struct,20,8,51.85185185185185
Only-MS$^2$,1,8,4.2100490929754
Only-MS$^2$,20,8,40.391458049984166
LC-MS$^2$Struct,1,1,7.87037037037037
LC-MS$^2$Struct,20,1,49.99999999999999
Only-MS$^2$,1,1,5.242634554650059
Only-MS$^2$,20,1,47.7539256609024
LC-MS$^2$Struct,1,2,9.25925925925926
LC-MS$^2$Struct,20,2,55.55555555555556
Only-MS$^2$,1,2,5.242634554650059
Only-MS$^2$,20,2,47.7539256609024
LC-MS$^2$Struct,1,3,7.4074074074074066
LC-MS$^2$Struct,20,3,55.55555555555556
Only-MS$^2$,1,3,5.242634554650059
Only-MS$^2$,20,3,47.7539256609024
LC-MS$^2$Struct,1,4,7.4074074074074066
LC-MS$^2$Struct,20,4,55.55555555555556
Only-MS$^2$,1,4,5.242634554650059
Only-MS$^2$,20,4,47.7539256609024
LC-MS$^2$Struct,1,5,7.4074074074074066
LC-MS$^2$Struct,20,5,53.70370370370371
Only-MS$^2$,1,5,5.242634554650059
Only-MS$^2$,20,5,47.7539256609024
LC-MS$^2$Struct,1,6,7.4074074074074066
LC-MS$^2$Struct,20,6,57.407407407407405
Only-MS$^2$,1,6,5.242634554650059
Only-MS$^2$,20,6,47.7539256609024
LC-MS$^2$Struct,1,7,9.25925925925926
LC-MS$^2$Struct,20,7,53.70370370370371
Only-MS$^2$,1,7,5.242634554650059
Only-MS$^2$,20,7,47.7539256609024
LC-MS$^2$Struct,1,8,7.4074074074074066
LC-MS$^2$Struct,20,8,53.70370370370371
Only-MS$^2$,1,8,5.242634554650059
Only-MS$^2$,20,8,47.7539256609024
LC-MS$^2$Struct,1,1,13.20754716981132
LC-MS$^2$Struct,20,1,54.71698113207547
Only-MS$^2$,1,1,2.684822594042957
Only-MS$^2$,20,1,49.92286697519878
LC-MS$^2$Struct,1,2,7.547169811320755
LC-MS$^2$Struct,20,2,52.83018867924528
Only-MS$^2$,1,2,2.684822594042957
Only-MS$^2$,20,2,49.92286697519878
LC-MS$^2$Struct,1,3,9.433962264150944
LC-MS$^2$Struct,20,3,56.60377358490566
Only-MS$^2$,1,3,2.684822594042957
Only-MS$^2$,20,3,49.92286697519878
LC-MS$^2$Struct,1,4,9.433962264150944
LC-MS$^2$Struct,20,4,58.490566037735846
Only-MS$^2$,1,4,2.684822594042957
Only-MS$^2$,20,4,49.92286697519878
LC-MS$^2$Struct,1,5,7.547169811320755
LC-MS$^2$Struct,20,5,58.490566037735846
Only-MS$^2$,1,5,2.684822594042957
Only-MS$^2$,20,5,49.92286697519878
LC-MS$^2$Struct,1,6,9.433962264150944
LC-MS$^2$Struct,20,6,56.60377358490566
Only-MS$^2$,1,6,2.684822594042957
Only-MS$^2$,20,6,49.92286697519878
LC-MS$^2$Struct,1,7,9.433962264150944
LC-MS$^2$Struct,20,7,56.60377358490566
Only-MS$^2$,1,7,2.684822594042957
Only-MS$^2$,20,7,49.92286697519878
LC-MS$^2$Struct,1,8,7.547169811320755
LC-MS$^2$Struct,20,8,56.60377358490566
Only-MS$^2$,1,8,2.684822594042957
Only-MS$^2$,20,8,49.92286697519878
LC-MS$^2$Struct,1,1,4.402515723270441
LC-MS$^2$Struct,20,1,52.83018867924528
Only-MS$^2$,1,1,4.835537863777274
Only-MS$^2$,20,1,49.181556916156445
LC-MS$^2$Struct,1,2,9.433962264150944
LC-MS$^2$Struct,20,2,49.0566037735849
Only-MS$^2$,1,2,4.835537863777274
Only-MS$^2$,20,2,49.181556916156445
LC-MS$^2$Struct,1,3,7.547169811320755
LC-MS$^2$Struct,20,3,47.16981132075472
Only-MS$^2$,1,3,4.835537863777274
Only-MS$^2$,20,3,49.181556916156445
LC-MS$^2$Struct,1,4,7.547169811320755
LC-MS$^2$Struct,20,4,50.943396226415096
Only-MS$^2$,1,4,4.835537863777274
Only-MS$^2$,20,4,49.181556916156445
LC-MS$^2$Struct,1,5,7.547169811320755
LC-MS$^2$Struct,20,5,50.943396226415096
Only-MS$^2$,1,5,4.835537863777274
Only-MS$^2$,20,5,49.181556916156445
LC-MS$^2$Struct,1,6,7.547169811320755
LC-MS$^2$Struct,20,6,50.943396226415096
Only-MS$^2$,1,6,4.835537863777274
Only-MS$^2$,20,6,49.181556916156445
LC-MS$^2$Struct,1,7,7.547169811320755
LC-MS$^2$Struct,20,7,50.943396226415096
Only-MS$^2$,1,7,4.835537863777274
Only-MS$^2$,20,7,49.181556916156445
LC-MS$^2$Struct,1,8,7.547169811320755
LC-MS$^2$Struct,20,8,50.943396226415096
Only-MS$^2$,1,8,4.835537863777274
Only-MS$^2$,20,8,49.181556916156445
LC-MS$^2$Struct,1,1,5.660377358490567
LC-MS$^2$Struct,20,1,43.396226415094326
Only-MS$^2$,1,1,3.0457818139796005
Only-MS$^2$,20,1,31.043786844683986
LC-MS$^2$Struct,1,2,5.660377358490567
LC-MS$^2$Struct,20,2,45.28301886792453
Only-MS$^2$,1,2,3.0457818139796005
Only-MS$^2$,20,2,31.043786844683986
LC-MS$^2$Struct,1,3,5.660377358490567
LC-MS$^2$Struct,20,3,49.0566037735849
Only-MS$^2$,1,3,3.0457818139796005
Only-MS$^2$,20,3,31.043786844683986
LC-MS$^2$Struct,1,4,5.660377358490567
LC-MS$^2$Struct,20,4,47.16981132075472
Only-MS$^2$,1,4,3.0457818139796005
Only-MS$^2$,20,4,31.043786844683986
LC-MS$^2$Struct,1,5,3.7735849056603774
LC-MS$^2$Struct,20,5,49.0566037735849
Only-MS$^2$,1,5,3.0457818139796005
Only-MS$^2$,20,5,31.043786844683986
LC-MS$^2$Struct,1,6,3.7735849056603774
LC-MS$^2$Struct,20,6,47.16981132075472
Only-MS$^2$,1,6,3.0457818139796005
Only-MS$^2$,20,6,31.043786844683986
LC-MS$^2$Struct,1,7,3.7735849056603774
LC-MS$^2$Struct,20,7,47.16981132075472
Only-MS$^2$,1,7,3.0457818139796005
Only-MS$^2$,20,7,31.043786844683986
LC-MS$^2$Struct,1,8,3.7735849056603774
LC-MS$^2$Struct,20,8,47.16981132075472
Only-MS$^2$,1,8,3.0457818139796005
Only-MS$^2$,20,8,31.043786844683986
LC-MS$^2$Struct,1,1,7.547169811320755
LC-MS$^2$Struct,20,1,52.83018867924527
Only-MS$^2$,1,1,3.844778446177921
Only-MS$^2$,20,1,41.74164638135387
LC-MS$^2$Struct,1,2,9.433962264150944
LC-MS$^2$Struct,20,2,49.0566037735849
Only-MS$^2$,1,2,3.844778446177921
Only-MS$^2$,20,2,41.74164638135387
LC-MS$^2$Struct,1,3,7.547169811320755
LC-MS$^2$Struct,20,3,49.0566037735849
Only-MS$^2$,1,3,3.844778446177921
Only-MS$^2$,20,3,41.74164638135387
LC-MS$^2$Struct,1,4,7.547169811320755
LC-MS$^2$Struct,20,4,56.60377358490566
Only-MS$^2$,1,4,3.844778446177921
Only-MS$^2$,20,4,41.74164638135387
LC-MS$^2$Struct,1,5,7.547169811320755
LC-MS$^2$Struct,20,5,56.60377358490566
Only-MS$^2$,1,5,3.844778446177921
Only-MS$^2$,20,5,41.74164638135387
LC-MS$^2$Struct,1,6,7.547169811320755
LC-MS$^2$Struct,20,6,56.60377358490566
Only-MS$^2$,1,6,3.844778446177921
Only-MS$^2$,20,6,41.74164638135387
LC-MS$^2$Struct,1,7,7.547169811320755
LC-MS$^2$Struct,20,7,56.60377358490566
Only-MS$^2$,1,7,3.844778446177921
Only-MS$^2$,20,7,41.74164638135387
LC-MS$^2$Struct,1,8,7.547169811320755
LC-MS$^2$Struct,20,8,56.60377358490566
Only-MS$^2$,1,8,3.844778446177921
Only-MS$^2$,20,8,41.74164638135387
LC-MS$^2$Struct,1,1,10.185185185185183
LC-MS$^2$Struct,20,1,51.85185185185185
Only-MS$^2$,1,1,3.8129011868810223
Only-MS$^2$,20,1,48.64247715655658
LC-MS$^2$Struct,1,2,5.555555555555555
LC-MS$^2$Struct,20,2,55.55555555555556
Only-MS$^2$,1,2,3.8129011868810223
Only-MS$^2$,20,2,48.64247715655658
LC-MS$^2$Struct,1,3,5.555555555555555
LC-MS$^2$Struct,20,3,54.629629629629626
Only-MS$^2$,1,3,3.8129011868810223
Only-MS$^2$,20,3,48.64247715655658
LC-MS$^2$Struct,1,4,9.25925925925926
LC-MS$^2$Struct,20,4,55.55555555555556
Only-MS$^2$,1,4,3.8129011868810223
Only-MS$^2$,20,4,48.64247715655658
LC-MS$^2$Struct,1,5,9.25925925925926
LC-MS$^2$Struct,20,5,59.25925925925925
Only-MS$^2$,1,5,3.8129011868810223
Only-MS$^2$,20,5,48.64247715655658
LC-MS$^2$Struct,1,6,9.25925925925926
LC-MS$^2$Struct,20,6,59.25925925925925
Only-MS$^2$,1,6,3.8129011868810223
Only-MS$^2$,20,6,48.64247715655658
LC-MS$^2$Struct,1,7,7.4074074074074066
LC-MS$^2$Struct,20,7,57.407407407407405
Only-MS$^2$,1,7,3.8129011868810223
Only-MS$^2$,20,7,48.64247715655658
LC-MS$^2$Struct,1,8,11.11111111111111
LC-MS$^2$Struct,20,8,57.407407407407405
Only-MS$^2$,1,8,3.8129011868810223
Only-MS$^2$,20,8,48.64247715655658
LC-MS$^2$Struct,1,1,7.4074074074074066
LC-MS$^2$Struct,20,1,55.55555555555556
Only-MS$^2$,1,1,5.760291451973995
Only-MS$^2$,20,1,40.80495757978487
LC-MS$^2$Struct,1,2,14.814814814814811
LC-MS$^2$Struct,20,2,50.92592592592593
Only-MS$^2$,1,2,5.760291451973995
Only-MS$^2$,20,2,40.80495757978487
LC-MS$^2$Struct,1,3,14.814814814814811
LC-MS$^2$Struct,20,3,53.70370370370371
Only-MS$^2$,1,3,5.760291451973995
Only-MS$^2$,20,3,40.80495757978487
LC-MS$^2$Struct,1,4,11.11111111111111
LC-MS$^2$Struct,20,4,51.85185185185185
Only-MS$^2$,1,4,5.760291451973995
Only-MS$^2$,20,4,40.80495757978487
LC-MS$^2$Struct,1,5,12.962962962962962
LC-MS$^2$Struct,20,5,51.85185185185185
Only-MS$^2$,1,5,5.760291451973995
Only-MS$^2$,20,5,40.80495757978487
LC-MS$^2$Struct,1,6,14.814814814814811
LC-MS$^2$Struct,20,6,51.85185185185185
Only-MS$^2$,1,6,5.760291451973995
Only-MS$^2$,20,6,40.80495757978487
LC-MS$^2$Struct,1,7,14.814814814814811
LC-MS$^2$Struct,20,7,49.07407407407408
Only-MS$^2$,1,7,5.760291451973995
Only-MS$^2$,20,7,40.80495757978487
LC-MS$^2$Struct,1,8,14.814814814814811
LC-MS$^2$Struct,20,8,50.0
Only-MS$^2$,1,8,5.760291451973995
Only-MS$^2$,20,8,40.80495757978487
LC-MS$^2$Struct,1,1,3.7735849056603774
LC-MS$^2$Struct,20,1,39.62264150943396
Only-MS$^2$,1,1,5.667589724832265
Only-MS$^2$,20,1,40.77317814444405
LC-MS$^2$Struct,1,2,3.7735849056603774
LC-MS$^2$Struct,20,2,45.28301886792453
Only-MS$^2$,1,2,5.667589724832265
Only-MS$^2$,20,2,40.77317814444405
LC-MS$^2$Struct,1,3,5.660377358490567
LC-MS$^2$Struct,20,3,45.28301886792453
Only-MS$^2$,1,3,5.667589724832265
Only-MS$^2$,20,3,40.77317814444405
LC-MS$^2$Struct,1,4,5.660377358490567
LC-MS$^2$Struct,20,4,47.16981132075472
Only-MS$^2$,1,4,5.667589724832265
Only-MS$^2$,20,4,40.77317814444405
LC-MS$^2$Struct,1,5,5.660377358490567
LC-MS$^2$Struct,20,5,50.943396226415096
Only-MS$^2$,1,5,5.667589724832265
Only-MS$^2$,20,5,40.77317814444405
LC-MS$^2$Struct,1,6,5.660377358490567
LC-MS$^2$Struct,20,6,54.71698113207547
Only-MS$^2$,1,6,5.667589724832265
Only-MS$^2$,20,6,40.77317814444405
LC-MS$^2$Struct,1,7,5.660377358490567
LC-MS$^2$Struct,20,7,50.943396226415096
Only-MS$^2$,1,7,5.667589724832265
Only-MS$^2$,20,7,40.77317814444405
LC-MS$^2$Struct,1,8,7.547169811320755
