k,avg_top_k_acc,scoring_method,ms2scorer
8,24.945291337523727,LC-MS$^2$Struct (3D),CFM-ID
9,26.686192571809272,LC-MS$^2$Struct (3D),CFM-ID
10,28.598260298667586,LC-MS$^2$Struct (3D),CFM-ID
11,30.342887444879604,LC-MS$^2$Struct (3D),CFM-ID
12,32.15044710205503,LC-MS$^2$Struct (3D),CFM-ID
13,33.55924124933007,LC-MS$^2$Struct (3D),CFM-ID
14,35.05044548479831,LC-MS$^2$Struct (3D),CFM-ID
15,36.46184952269151,LC-MS$^2$Struct (3D),CFM-ID
16,37.565147241176895,LC-MS$^2$Struct (3D),CFM-ID
17,38.473223729472004,LC-MS$^2$Struct (3D),CFM-ID
18,39.369408501328635,LC-MS$^2$Struct (3D),CFM-ID
19,40.35214470915036,LC-MS$^2$Struct (3D),CFM-ID
20,41.44963571948505,LC-MS$^2$Struct (3D),CFM-ID
1,3.9909375527707063,Only-MS$^2$,MetFrag
2,7.451161261038865,Only-MS$^2$,MetFrag
3,10.556343025288848,Only-MS$^2$,MetFrag
4,13.64461501009599,Only-MS$^2$,MetFrag
5,16.21388312879949,Only-MS$^2$,MetFrag
6,18.60028678110157,Only-MS$^2$,MetFrag
7,20.64120769817052,Only-MS$^2$,MetFrag
8,22.449955225444604,Only-MS$^2$,MetFrag
9,24.11581624894963,Only-MS$^2$,MetFrag
10,25.70561841476219,Only-MS$^2$,MetFrag
11,27.024560210015725,Only-MS$^2$,MetFrag
12,28.408310328349405,Only-MS$^2$,MetFrag
13,29.858063523956126,Only-MS$^2$,MetFrag
14,31.33718400590152,Only-MS$^2$,MetFrag
15,32.57182218630747,Only-MS$^2$,MetFrag
16,33.75687221143431,Only-MS$^2$,MetFrag
17,34.80990800207799,Only-MS$^2$,MetFrag
18,35.80483708070485,Only-MS$^2$,MetFrag
19,36.72582677778278,Only-MS$^2$,MetFrag
20,37.57916163175336,Only-MS$^2$,MetFrag
1,4.2967743421519,LC-MS$^2$Struct (2D),MetFrag
2,8.046988610316637,LC-MS$^2$Struct (2D),MetFrag
3,11.545712857766016,LC-MS$^2$Struct (2D),MetFrag
4,14.248743597911204,LC-MS$^2$Struct (2D),MetFrag
5,16.945582161773917,LC-MS$^2$Struct (2D),MetFrag
6,19.412018244248983,LC-MS$^2$Struct (2D),MetFrag
7,21.477914442446654,LC-MS$^2$Struct (2D),MetFrag
8,23.36239770410803,LC-MS$^2$Struct (2D),MetFrag
9,25.001423971444634,LC-MS$^2$Struct (2D),MetFrag
10,26.6031179578715,LC-MS$^2$Struct (2D),MetFrag
11,28.279335060192945,LC-MS$^2$Struct (2D),MetFrag
12,29.739771680156533,LC-MS$^2$Struct (2D),MetFrag
13,31.131570921058685,LC-MS$^2$Struct (2D),MetFrag
14,32.484917998670355,LC-MS$^2$Struct (2D),MetFrag
15,33.713670875835504,LC-MS$^2$Struct (2D),MetFrag
16,34.92849700639617,LC-MS$^2$Struct (2D),MetFrag
17,35.996495000744815,LC-MS$^2$Struct (2D),MetFrag
18,36.97807609619037,LC-MS$^2$Struct (2D),MetFrag
19,37.90286162342482,LC-MS$^2$Struct (2D),MetFrag
20,38.74539391695047,LC-MS$^2$Struct (2D),MetFrag
1,7.816791604899476,LC-MS$^2$Struct (3D),MetFrag
2,12.950889487029366,LC-MS$^2$Struct (3D),MetFrag
3,16.880655173901797,LC-MS$^2$Struct (3D),MetFrag
4,19.571664804097118,LC-MS$^2$Struct (3D),MetFrag
5,21.755470021891405,LC-MS$^2$Struct (3D),MetFrag
6,24.080289667009428,LC-MS$^2$Struct (3D),MetFrag
7,26.69800990140825,LC-MS$^2$Struct (3D),MetFrag
8,28.57469587531136,LC-MS$^2$Struct (3D),MetFrag
9,30.281862797156332,LC-MS$^2$Struct (3D),MetFrag
10,32.16440438537979,LC-MS$^2$Struct (3D),MetFrag
11,33.99014908604328,LC-MS$^2$Struct (3D),MetFrag
12,35.65032351042067,LC-MS$^2$Struct (3D),MetFrag
13,36.92086884674251,LC-MS$^2$Struct (3D),MetFrag
14,38.37392743915206,LC-MS$^2$Struct (3D),MetFrag
15,39.551547401425545,LC-MS$^2$Struct (3D),MetFrag
16,40.75761582315825,LC-MS$^2$Struct (3D),MetFrag
17,41.657580829685635,LC-MS$^2$Struct (3D),MetFrag
18,42.62615717826237,LC-MS$^2$Struct (3D),MetFrag
19,43.68111845801231,LC-MS$^2$Struct (3D),MetFrag
20,44.765430407427225,LC-MS$^2$Struct (3D),MetFrag
1,7.3188483424036885,Only-MS$^2$,SIRIUS
2,13.693674503867403,Only-MS$^2$,SIRIUS
3,19.376008368852993,Only-MS$^2$,SIRIUS
4,23.08854327020783,Only-MS$^2$,SIRIUS
5,26.595297682628487,Only-MS$^2$,SIRIUS
6,29.47884810564017,Only-MS$^2$,SIRIUS
7,31.808683783736967,Only-MS$^2$,SIRIUS
8,34.11455501916704,Only-MS$^2$,SIRIUS
9,36.209613366888355,Only-MS$^2$,SIRIUS
10,38.23678911645399,Only-MS$^2$,SIRIUS
11,40.34636893150192,Only-MS$^2$,SIRIUS
12,42.20151028812211,Only-MS$^2$,SIRIUS
13,43.92658731760402,Only-MS$^2$,SIRIUS
14,45.43070046702089,Only-MS$^2$,SIRIUS
15,46.92751113292017,Only-MS$^2$,SIRIUS
16,48.59649280509903,Only-MS$^2$,SIRIUS
17,50.17089663702197,Only-MS$^2$,SIRIUS
18,51.51818734738126,Only-MS$^2$,SIRIUS
19,52.89504836126292,Only-MS$^2$,SIRIUS
20,54.1379890239125,Only-MS$^2$,SIRIUS
1,7.392302872817768,LC-MS$^2$Struct (2D),SIRIUS
2,13.821646015433771,LC-MS$^2$Struct (2D),SIRIUS
3,19.61732323907251,LC-MS$^2$Struct (2D),SIRIUS
4,23.41351347597353,LC-MS$^2$Struct (2D),SIRIUS
5,26.771148315933235,LC-MS$^2$Struct (2D),SIRIUS
6,29.551239353201044,LC-MS$^2$Struct (2D),SIRIUS
7,31.885813257695634,LC-MS$^2$Struct (2D),SIRIUS
8,34.2531369639943,LC-MS$^2$Struct (2D),SIRIUS
9,36.34981032275871,LC-MS$^2$Struct (2D),SIRIUS
10,38.489056597412876,LC-MS$^2$Struct (2D),SIRIUS
11,40.47486688932628,LC-MS$^2$Struct (2D),SIRIUS
12,42.28518934667261,LC-MS$^2$Struct (2D),SIRIUS
13,43.95906599169493,LC-MS$^2$Struct (2D),SIRIUS
14,45.401200478055166,LC-MS$^2$Struct (2D),SIRIUS
15,46.900102173345196,LC-MS$^2$Struct (2D),SIRIUS
16,48.477127590403974,LC-MS$^2$Struct (2D),SIRIUS
17,50.04693617992488,LC-MS$^2$Struct (2D),SIRIUS
18,51.49505709837443,LC-MS$^2$Struct (2D),SIRIUS
19,52.86347352025645,LC-MS$^2$Struct (2D),SIRIUS
20,54.075327629344294,LC-MS$^2$Struct (2D),SIRIUS
1,10.560247939067175,LC-MS$^2$Struct (3D),SIRIUS
2,19.418310893192103,LC-MS$^2$Struct (3D),SIRIUS
3,25.238661780832842,LC-MS$^2$Struct (3D),SIRIUS
4,29.790261114905018,LC-MS$^2$Struct (3D),SIRIUS
5,33.66283421140807,LC-MS$^2$Struct (3D),SIRIUS
6,36.51541279665394,LC-MS$^2$Struct (3D),SIRIUS
7,39.002851206798894,LC-MS$^2$Struct (3D),SIRIUS
8,41.40964415474317,LC-MS$^2$Struct (3D),SIRIUS
9,43.39015524670865,LC-MS$^2$Struct (3D),SIRIUS
10,45.68345850481538,LC-MS$^2$Struct (3D),SIRIUS
11,47.387096187195525,LC-MS$^2$Struct (3D),SIRIUS
12,49.03654669845735,LC-MS$^2$Struct (3D),SIRIUS
13,50.672678146755054,LC-MS$^2$Struct (3D),SIRIUS
14,52.178469569861974,LC-MS$^2$Struct (3D),SIRIUS
15,53.57600240162401,LC-MS$^2$Struct (3D),SIRIUS
16,54.75355705217648,LC-MS$^2$Struct (3D),SIRIUS
17,55.78776415344446,LC-MS$^2$Struct (3D),SIRIUS
18,56.825234661339614,LC-MS$^2$Struct (3D),SIRIUS
19,57.7024247890356,LC-MS$^2$Struct (3D),SIRIUS
20,58.72656582226174,LC-MS$^2$Struct (3D),SIRIUS
