scoring_method,dataset,top_k_acc,ms2scorer,k
MS$^2$+logP,AU_002,42.78165163646887,MetFrag,20
MS$^2$+RO,AU_002,46.41051878473262,MetFrag,20
Only-MS$^2$,AU_003,35.28333333333333,MetFrag,20
LC-MS$^2$Struct,AU_003,50.666666666666664,MetFrag,20
MS$^2$+RT,AU_003,35.173333333333325,MetFrag,20
MS$^2$+logP,AU_003,37.90039682539682,MetFrag,20
MS$^2$+RO,AU_003,34.266666666666666,MetFrag,20
Only-MS$^2$,BML_000,30.954136770533694,MetFrag,20
LC-MS$^2$Struct,BML_000,39.46666666666667,MetFrag,20
MS$^2$+RT,BML_000,31.71666519819847,MetFrag,20
MS$^2$+logP,BML_000,30.238446917758683,MetFrag,20
MS$^2$+RO,BML_000,33.72,MetFrag,20
Only-MS$^2$,BML_001,29.703539062163447,MetFrag,20
LC-MS$^2$Struct,BML_001,41.733333333333334,MetFrag,20
MS$^2$+RT,BML_001,31.82467871834721,MetFrag,20
MS$^2$+logP,BML_001,29.930596262441373,MetFrag,20
MS$^2$+RO,BML_001,35.044444444444444,MetFrag,20
Only-MS$^2$,BS_000,33.22892236370753,MetFrag,20
LC-MS$^2$Struct,BS_000,56.23666666666668,MetFrag,20
MS$^2$+RT,BS_000,35.84007956918059,MetFrag,20
MS$^2$+logP,BS_000,33.29616842260982,MetFrag,20
MS$^2$+RO,BS_000,40.17619047619048,MetFrag,20
Only-MS$^2$,EA_000,57.38726222500406,MetFrag,20
LC-MS$^2$Struct,EA_000,74.4,MetFrag,20
MS$^2$+RT,EA_000,55.9465242629807,MetFrag,20
MS$^2$+logP,EA_000,61.96257524152261,MetFrag,20
MS$^2$+RO,EA_000,63.318974358974366,MetFrag,20
Only-MS$^2$,EA_001,62.192529553476945,MetFrag,20
LC-MS$^2$Struct,EA_001,74.26666666666667,MetFrag,20
MS$^2$+RT,EA_001,58.9532404174373,MetFrag,20
MS$^2$+logP,EA_001,67.5463492063492,MetFrag,20
MS$^2$+RO,EA_001,68.02666666666667,MetFrag,20
Only-MS$^2$,EA_002,49.82421219676945,MetFrag,20
LC-MS$^2$Struct,EA_002,57.80392156862745,MetFrag,20
MS$^2$+RT,EA_002,47.054416460310854,MetFrag,20
MS$^2$+logP,EA_002,49.525206024438766,MetFrag,20
MS$^2$+RO,EA_002,55.538964303670184,MetFrag,20
Only-MS$^2$,EA_003,58.54905887530316,MetFrag,20
LC-MS$^2$Struct,EA_003,67.76018099547512,MetFrag,20
MS$^2$+RT,EA_003,56.859830619898446,MetFrag,20
MS$^2$+logP,EA_003,58.760683760683754,MetFrag,20
MS$^2$+RO,EA_003,63.4699178816826,MetFrag,20
Only-MS$^2$,EQ_001,59.402568757941886,MetFrag,20
LC-MS$^2$Struct,EQ_001,67.33333333333333,MetFrag,20
MS$^2$+RT,EQ_001,57.93590209127522,MetFrag,20
MS$^2$+logP,EQ_001,53.44119639895759,MetFrag,20
MS$^2$+RO,EQ_001,63.28740740740741,MetFrag,20
Only-MS$^2$,EQ_003,57.36969696969697,MetFrag,20
LC-MS$^2$Struct,EQ_003,67.06666666666666,MetFrag,20
MS$^2$+RT,EQ_003,54.169696969696965,MetFrag,20
MS$^2$+logP,EQ_003,53.565490196078436,MetFrag,20
MS$^2$+RO,EQ_003,61.84667223614593,MetFrag,20
Only-MS$^2$,EQ_004,55.2,MetFrag,20
LC-MS$^2$Struct,EQ_004,61.06666666666667,MetFrag,20
MS$^2$+RT,EQ_004,54.266666666666666,MetFrag,20
MS$^2$+logP,EQ_004,54.82857142857143,MetFrag,20
MS$^2$+RO,EQ_004,59.266666666666666,MetFrag,20
Only-MS$^2$,EQ_006,46.8,MetFrag,20
LC-MS$^2$Struct,EQ_006,61.733333333333334,MetFrag,20
MS$^2$+RT,EQ_006,44.93333333333333,MetFrag,20
MS$^2$+logP,EQ_006,44.031111111111116,MetFrag,20
MS$^2$+RO,EQ_006,49.71111111111111,MetFrag,20
Only-MS$^2$,LQB_000,82.22225322607675,MetFrag,20
LC-MS$^2$Struct,LQB_000,89.55208952267776,MetFrag,20
MS$^2$+RT,LQB_000,90.19732752360204,MetFrag,20
MS$^2$+logP,LQB_000,82.22225322607675,MetFrag,20
MS$^2$+RO,LQB_000,86.38562091503269,MetFrag,20
Only-MS$^2$,LU_000,53.97840455951263,MetFrag,20
LC-MS$^2$Struct,LU_000,59.51303598362421,MetFrag,20
MS$^2$+RT,LU_000,51.520310785022325,MetFrag,20
MS$^2$+logP,LU_000,55.202439888056084,MetFrag,20
MS$^2$+RO,LU_000,56.94450429744547,MetFrag,20
Only-MS$^2$,LU_001,51.30157484896935,MetFrag,20
LC-MS$^2$Struct,LU_001,58.17564788153024,MetFrag,20
MS$^2$+RT,LU_001,49.93982385486542,MetFrag,20
MS$^2$+logP,LU_001,52.48811645870469,MetFrag,20
MS$^2$+RO,LU_001,54.93852552676082,MetFrag,20
Only-MS$^2$,NA_003,37.25953273679763,MetFrag,20
LC-MS$^2$Struct,NA_003,45.46666666666667,MetFrag,20
MS$^2$+RT,NA_003,37.126199403464305,MetFrag,20
MS$^2$+logP,NA_003,34.726062324535874,MetFrag,20
MS$^2$+RO,NA_003,45.13333333333333,MetFrag,20
Only-MS$^2$,PR_000,57.14956502671347,MetFrag,20
LC-MS$^2$Struct,PR_000,71.07282913165265,MetFrag,20
MS$^2$+RT,PR_000,57.27596536968286,MetFrag,20
MS$^2$+logP,PR_000,58.42670401493931,MetFrag,20
MS$^2$+RO,PR_000,62.32026143790849,MetFrag,20
Only-MS$^2$,PR_002,43.52156455617629,MetFrag,20
LC-MS$^2$Struct,PR_002,56.31808278867103,MetFrag,20
MS$^2$+RT,PR_002,46.06666522611872,MetFrag,20
MS$^2$+logP,PR_002,43.46295258844279,MetFrag,20
MS$^2$+RO,PR_002,48.42156862745098,MetFrag,20
Only-MS$^2$,RP_001,42.00991325898389,MetFrag,20
LC-MS$^2$Struct,RP_001,54.666666666666664,MetFrag,20
MS$^2$+RT,RP_001,39.476579925650555,MetFrag,20
MS$^2$+logP,RP_001,42.47179487179487,MetFrag,20
MS$^2$+RO,RP_001,47.64444444444444,MetFrag,20
Only-MS$^2$,SM_000,51.206253201440695,MetFrag,20
LC-MS$^2$Struct,SM_000,60.266666666666666,MetFrag,20
MS$^2$+RT,SM_000,49.35523098952948,MetFrag,20
MS$^2$+logP,SM_000,57.8047619047619,MetFrag,20
MS$^2$+RO,SM_000,54.72510522157582,MetFrag,20
Only-MS$^2$,SM_001,50.094886793364516,MetFrag,20
LC-MS$^2$Struct,SM_001,60.50420168067227,MetFrag,20
MS$^2$+RT,SM_001,48.3064791226039,MetFrag,20
MS$^2$+logP,SM_001,52.02614379084967,MetFrag,20
MS$^2$+RO,SM_001,54.544039838157495,MetFrag,20
Only-MS$^2$,UF_002,34.002019327878706,MetFrag,20
LC-MS$^2$Struct,UF_002,49.93333333333333,MetFrag,20
MS$^2$+RT,UF_002,32.019634504030456,MetFrag,20
MS$^2$+logP,UF_002,39.083333333333336,MetFrag,20
MS$^2$+RO,UF_002,43.95002849002849,MetFrag,20
Only-MS$^2$,UF_003,34.18345431905846,MetFrag,20
LC-MS$^2$Struct,UF_003,47.4,MetFrag,20
MS$^2$+RT,UF_003,32.7167876523918,MetFrag,20
MS$^2$+logP,UF_003,37.73481481481481,MetFrag,20
MS$^2$+RO,UF_003,40.083931623931626,MetFrag,20
Only-MS$^2$,UT_000,49.52683784804799,MetFrag,20
LC-MS$^2$Struct,UT_000,64.48368106386975,MetFrag,20
MS$^2$+RT,UT_000,69.57661627706237,MetFrag,20
MS$^2$+logP,UT_000,43.10188304881701,MetFrag,20
MS$^2$+RO,UT_000,61.81297740332718,MetFrag,20
Only-MS$^2$,AVG.,47.176739323406416,MetFrag,20
LC-MS$^2$Struct,AVG.,58.467613734954625,MetFrag,20
MS$^2$+RT,AVG.,46.86399302409453,MetFrag,20
MS$^2$+logP,AVG.,47.88482042621449,MetFrag,20
MS$^2$+RO,AVG.,51.90114436814566,MetFrag,20
Only-MS$^2$,AC_003,27.2,SIRIUS,1
LC-MS$^2$Struct,AC_003,31.466666666666665,SIRIUS,1
MS$^2$+RT,AC_003,27.066666666666666,SIRIUS,1
MS$^2$+logP,AC_003,27.866666666666667,SIRIUS,1
MS$^2$+RO,AC_003,28.866666666666667,SIRIUS,1
Only-MS$^2$,AU_000,30.355555555555558,SIRIUS,1
LC-MS$^2$Struct,AU_000,31.533333333333335,SIRIUS,1
MS$^2$+RT,AU_000,30.755555555555556,SIRIUS,1
MS$^2$+logP,AU_000,31.022222222222226,SIRIUS,1
MS$^2$+RO,AU_000,31.0,SIRIUS,1
Only-MS$^2$,AU_002,41.732804232804234,SIRIUS,1
LC-MS$^2$Struct,AU_002,41.934960567036036,SIRIUS,1
MS$^2$+RT,AU_002,40.397574123989216,SIRIUS,1
MS$^2$+logP,AU_002,41.335978835978835,SIRIUS,1
MS$^2$+RO,AU_002,41.932464809823294,SIRIUS,1
Only-MS$^2$,AU_003,38.0,SIRIUS,1
LC-MS$^2$Struct,AU_003,38.666666666666664,SIRIUS,1
MS$^2$+RT,AU_003,36.53333333333333,SIRIUS,1
MS$^2$+logP,AU_003,33.93333333333333,SIRIUS,1
MS$^2$+RO,AU_003,38.0,SIRIUS,1
Only-MS$^2$,BML_000,21.866666666666667,SIRIUS,1
LC-MS$^2$Struct,BML_000,25.6,SIRIUS,1
MS$^2$+RT,BML_000,20.933333333333334,SIRIUS,1
MS$^2$+logP,BML_000,24.666666666666668,SIRIUS,1
MS$^2$+RO,BML_000,24.0,SIRIUS,1
Only-MS$^2$,BML_001,28.8,SIRIUS,1
LC-MS$^2$Struct,BML_001,31.333333333333332,SIRIUS,1
MS$^2$+RT,BML_001,27.466666666666665,SIRIUS,1
MS$^2$+logP,BML_001,27.466666666666665,SIRIUS,1
MS$^2$+RO,BML_001,28.666666666666668,SIRIUS,1
Only-MS$^2$,BS_000,30.0,SIRIUS,1
LC-MS$^2$Struct,BS_000,35.06666666666667,SIRIUS,1
MS$^2$+RT,BS_000,31.733333333333334,SIRIUS,1
MS$^2$+logP,BS_000,30.0,SIRIUS,1
MS$^2$+RO,BS_000,30.533333333333335,SIRIUS,1
Only-MS$^2$,EA_000,41.86666666666667,SIRIUS,1
LC-MS$^2$Struct,EA_000,43.46666666666667,SIRIUS,1
MS$^2$+RT,EA_000,41.46666666666667,SIRIUS,1
MS$^2$+logP,EA_000,43.86666666666667,SIRIUS,1
MS$^2$+RO,EA_000,42.266666666666666,SIRIUS,1
Only-MS$^2$,EA_001,40.266666666666666,SIRIUS,1
LC-MS$^2$Struct,EA_001,42.4,SIRIUS,1
MS$^2$+RT,EA_001,38.266666666666666,SIRIUS,1
MS$^2$+logP,EA_001,41.06666666666667,SIRIUS,1
MS$^2$+RO,EA_001,42.8,SIRIUS,1
Only-MS$^2$,EA_002,38.87581699346405,SIRIUS,1
LC-MS$^2$Struct,EA_002,41.68300653594771,SIRIUS,1
MS$^2$+RT,EA_002,37.56209150326797,SIRIUS,1
MS$^2$+logP,EA_002,40.70261437908497,SIRIUS,1
MS$^2$+RO,EA_002,41.709150326797385,SIRIUS,1
Only-MS$^2$,EA_003,55.04336349924586,SIRIUS,1
LC-MS$^2$Struct,EA_003,54.5343137254902,SIRIUS,1
MS$^2$+RT,EA_003,54.0629713423831,SIRIUS,1
MS$^2$+logP,EA_003,54.88310708898944,SIRIUS,1
MS$^2$+RO,EA_003,57.001005530417295,SIRIUS,1
Only-MS$^2$,EQ_001,26.6,SIRIUS,1
LC-MS$^2$Struct,EQ_001,28.0,SIRIUS,1
MS$^2$+RT,EQ_001,24.466666666666665,SIRIUS,1
MS$^2$+logP,EQ_001,27.933333333333334,SIRIUS,1
MS$^2$+RO,EQ_001,27.866666666666667,SIRIUS,1
Only-MS$^2$,EQ_003,38.93333333333333,SIRIUS,1
LC-MS$^2$Struct,EQ_003,37.86666666666667,SIRIUS,1
MS$^2$+RT,EQ_003,37.2,SIRIUS,1
MS$^2$+logP,EQ_003,34.8,SIRIUS,1
MS$^2$+RO,EQ_003,38.53333333333333,SIRIUS,1
Only-MS$^2$,EQ_004,42.333333333333336,SIRIUS,1
LC-MS$^2$Struct,EQ_004,43.6,SIRIUS,1
MS$^2$+RT,EQ_004,39.86666666666667,SIRIUS,1
MS$^2$+logP,EQ_004,41.666666666666664,SIRIUS,1
MS$^2$+RO,EQ_004,41.266666666666666,SIRIUS,1
Only-MS$^2$,EQ_006,49.13333333333333,SIRIUS,1
LC-MS$^2$Struct,EQ_006,49.0,SIRIUS,1
MS$^2$+RT,EQ_006,46.733333333333334,SIRIUS,1
MS$^2$+logP,EQ_006,47.266666666666666,SIRIUS,1
MS$^2$+RO,EQ_006,47.4,SIRIUS,1
Only-MS$^2$,LQB_000,14.500131927856842,SIRIUS,1
LC-MS$^2$Struct,LQB_000,23.879586208997974,SIRIUS,1
MS$^2$+RT,LQB_000,15.71011693023038,SIRIUS,1
MS$^2$+logP,LQB_000,14.500131927856842,SIRIUS,1
MS$^2$+RO,LQB_000,20.535119809384515,SIRIUS,1
Only-MS$^2$,LU_000,28.377504848093086,SIRIUS,1
LC-MS$^2$Struct,LU_000,28.937728937728934,SIRIUS,1
MS$^2$+RT,LU_000,26.982331394096096,SIRIUS,1
MS$^2$+logP,LU_000,28.65761689291101,SIRIUS,1
MS$^2$+RO,LU_000,29.35251023486317,SIRIUS,1
Only-MS$^2$,LU_001,33.953791306732484,SIRIUS,1
LC-MS$^2$Struct,LU_001,33.41389003153709,SIRIUS,1
MS$^2$+RT,LU_001,33.59728506787331,SIRIUS,1
MS$^2$+logP,LU_001,33.065953654188945,SIRIUS,1
MS$^2$+RO,LU_001,33.251062662827366,SIRIUS,1
Only-MS$^2$,NA_003,37.06666666666667,SIRIUS,1
LC-MS$^2$Struct,NA_003,39.333333333333336,SIRIUS,1
MS$^2$+RT,NA_003,36.666666666666664,SIRIUS,1
MS$^2$+logP,NA_003,32.13333333333333,SIRIUS,1
MS$^2$+RO,NA_003,38.4,SIRIUS,1
Only-MS$^2$,PR_000,25.449579831932773,SIRIUS,1
LC-MS$^2$Struct,PR_000,31.921568627450977,SIRIUS,1
MS$^2$+RT,PR_000,25.73249299719888,SIRIUS,1
MS$^2$+logP,PR_000,25.80672268907563,SIRIUS,1
MS$^2$+RO,PR_000,27.83893557422969,SIRIUS,1
Only-MS$^2$,PR_002,33.36928104575164,SIRIUS,1
LC-MS$^2$Struct,PR_002,37.09912854030501,SIRIUS,1
MS$^2$+RT,PR_002,33.09803921568627,SIRIUS,1
MS$^2$+logP,PR_002,33.26252723311547,SIRIUS,1
MS$^2$+RO,PR_002,34.83986928104575,SIRIUS,1
Only-MS$^2$,RP_001,55.0,SIRIUS,1
LC-MS$^2$Struct,RP_001,58.46666666666667,SIRIUS,1
MS$^2$+RT,RP_001,53.0,SIRIUS,1
MS$^2$+logP,RP_001,55.86666666666667,SIRIUS,1
MS$^2$+RO,RP_001,56.46666666666667,SIRIUS,1
Only-MS$^2$,SM_000,37.199999999999996,SIRIUS,1
LC-MS$^2$Struct,SM_000,40.266666666666666,SIRIUS,1
MS$^2$+RT,SM_000,34.53333333333333,SIRIUS,1
MS$^2$+logP,SM_000,35.266666666666666,SIRIUS,1
MS$^2$+RO,SM_000,37.0,SIRIUS,1
Only-MS$^2$,SM_001,44.117647058823536,SIRIUS,1
LC-MS$^2$Struct,SM_001,44.67787114845938,SIRIUS,1
MS$^2$+RT,SM_001,42.15686274509803,SIRIUS,1
MS$^2$+logP,SM_001,44.117647058823536,SIRIUS,1
MS$^2$+RO,SM_001,45.51820728291317,SIRIUS,1
Only-MS$^2$,UF_002,39.86666666666667,SIRIUS,1
LC-MS$^2$Struct,UF_002,43.2,SIRIUS,1
MS$^2$+RT,UF_002,37.733333333333334,SIRIUS,1
MS$^2$+logP,UF_002,38.8,SIRIUS,1
MS$^2$+RO,UF_002,42.53333333333333,SIRIUS,1
Only-MS$^2$,UF_003,40.666666666666664,SIRIUS,1
LC-MS$^2$Struct,UF_003,41.46666666666667,SIRIUS,1
MS$^2$+RT,UF_003,39.2,SIRIUS,1
MS$^2$+logP,UF_003,40.13333333333333,SIRIUS,1
MS$^2$+RO,UF_003,41.6,SIRIUS,1
Only-MS$^2$,UT_000,18.851091821402587,SIRIUS,1
LC-MS$^2$Struct,UT_000,19.307077007548703,SIRIUS,1
MS$^2$+RT,UT_000,22.929471076668634,SIRIUS,1
MS$^2$+logP,UT_000,18.989826560581275,SIRIUS,1
MS$^2$+RO,UT_000,18.592502012313332,SIRIUS,1
Only-MS$^2$,AVG.,35.894611320678486,SIRIUS,1
LC-MS$^2$Struct,AVG.,38.09160461218984,SIRIUS,1
MS$^2$+RT,AVG.,34.888718224995955,SIRIUS,1
MS$^2$+logP,AVG.,35.407608749935626,SIRIUS,1
MS$^2$+RO,AVG.,36.79657322978451,SIRIUS,1
Only-MS$^2$,AC_003,64.8,SIRIUS,20
LC-MS$^2$Struct,AC_003,64.53333333333333,SIRIUS,20
MS$^2$+RT,AC_003,62.93333333333333,SIRIUS,20
MS$^2$+logP,AC_003,65.06666666666666,SIRIUS,20
MS$^2$+RO,AC_003,65.2,SIRIUS,20
Only-MS$^2$,AU_000,68.66666666666667,SIRIUS,20
LC-MS$^2$Struct,AU_000,68.26666666666667,SIRIUS,20
MS$^2$+RT,AU_000,67.73333333333333,SIRIUS,20
MS$^2$+logP,AU_000,68.8,SIRIUS,20
MS$^2$+RO,AU_000,69.6,SIRIUS,20
Only-MS$^2$,AU_002,77.46830388339822,SIRIUS,20
LC-MS$^2$Struct,AU_002,78.41170010981331,SIRIUS,20
MS$^2$+RT,AU_002,74.80033942298091,SIRIUS,20
MS$^2$+logP,AU_002,77.33353299391035,SIRIUS,20
MS$^2$+RO,AU_002,78.01237895577518,SIRIUS,20
Only-MS$^2$,AU_003,76.93333333333334,SIRIUS,20
LC-MS$^2$Struct,AU_003,78.26666666666667,SIRIUS,20
MS$^2$+RT,AU_003,74.53333333333333,SIRIUS,20
MS$^2$+logP,AU_003,77.33333333333333,SIRIUS,20
MS$^2$+RO,AU_003,78.66666666666667,SIRIUS,20
Only-MS$^2$,BML_000,74.13333333333334,SIRIUS,20
LC-MS$^2$Struct,BML_000,76.53333333333333,SIRIUS,20
MS$^2$+RT,BML_000,72.0,SIRIUS,20
MS$^2$+logP,BML_000,72.13333333333334,SIRIUS,20
MS$^2$+RO,BML_000,76.26666666666667,SIRIUS,20
Only-MS$^2$,BML_001,79.46666666666667,SIRIUS,20
LC-MS$^2$Struct,BML_001,79.73333333333333,SIRIUS,20
MS$^2$+RT,BML_001,76.26666666666667,SIRIUS,20
MS$^2$+logP,BML_001,79.2,SIRIUS,20
MS$^2$+RO,BML_001,81.33333333333333,SIRIUS,20
Only-MS$^2$,BS_000,79.73333333333333,SIRIUS,20
LC-MS$^2$Struct,BS_000,82.13333333333334,SIRIUS,20
MS$^2$+RT,BS_000,77.86666666666666,SIRIUS,20
MS$^2$+logP,BS_000,79.86666666666666,SIRIUS,20
MS$^2$+RO,BS_000,82.0,SIRIUS,20
Only-MS$^2$,EA_000,73.46666666666667,SIRIUS,20
LC-MS$^2$Struct,EA_000,76.8,SIRIUS,20
MS$^2$+RT,EA_000,71.2,SIRIUS,20
MS$^2$+logP,EA_000,73.6,SIRIUS,20
MS$^2$+RO,EA_000,74.66666666666667,SIRIUS,20
Only-MS$^2$,EA_001,79.2,SIRIUS,20
LC-MS$^2$Struct,EA_001,79.73333333333333,SIRIUS,20
MS$^2$+RT,EA_001,76.53333333333333,SIRIUS,20
MS$^2$+logP,EA_001,79.06666666666666,SIRIUS,20
MS$^2$+RO,EA_001,79.2,SIRIUS,20
Only-MS$^2$,EA_002,79.73202614379085,SIRIUS,20
LC-MS$^2$Struct,EA_002,80.05882352941177,SIRIUS,20
MS$^2$+RT,EA_002,77.08496732026144,SIRIUS,20
MS$^2$+logP,EA_002,80.55882352941177,SIRIUS,20
MS$^2$+RO,EA_002,81.06535947712418,SIRIUS,20
Only-MS$^2$,EA_003,89.89441930618402,SIRIUS,20
LC-MS$^2$Struct,EA_003,89.5676219205631,SIRIUS,20
MS$^2$+RT,EA_003,87.6256913021619,SIRIUS,20
MS$^2$+logP,EA_003,89.5676219205631,SIRIUS,20
MS$^2$+RO,EA_003,89.90070387129212,SIRIUS,20
Only-MS$^2$,EQ_001,68.93333333333334,SIRIUS,20
LC-MS$^2$Struct,EQ_001,70.0,SIRIUS,20
MS$^2$+RT,EQ_001,64.53333333333333,SIRIUS,20
MS$^2$+logP,EQ_001,69.2,SIRIUS,20
MS$^2$+RO,EQ_001,70.13333333333334,SIRIUS,20
Only-MS$^2$,EQ_003,78.4,SIRIUS,20
LC-MS$^2$Struct,EQ_003,81.46666666666667,SIRIUS,20
MS$^2$+RT,EQ_003,74.26666666666667,SIRIUS,20
MS$^2$+logP,EQ_003,77.73333333333333,SIRIUS,20
MS$^2$+RO,EQ_003,80.0,SIRIUS,20
Only-MS$^2$,EQ_004,78.66666666666667,SIRIUS,20
LC-MS$^2$Struct,EQ_004,80.0,SIRIUS,20
MS$^2$+RT,EQ_004,74.93333333333334,SIRIUS,20
MS$^2$+logP,EQ_004,79.33333333333333,SIRIUS,20
MS$^2$+RO,EQ_004,79.2,SIRIUS,20
Only-MS$^2$,EQ_006,83.73333333333333,SIRIUS,20
LC-MS$^2$Struct,EQ_006,84.4,SIRIUS,20
MS$^2$+RT,EQ_006,80.0,SIRIUS,20
MS$^2$+logP,EQ_006,84.66666666666667,SIRIUS,20
MS$^2$+RO,EQ_006,85.2,SIRIUS,20
Only-MS$^2$,LQB_000,72.04489229858167,SIRIUS,20
LC-MS$^2$Struct,LQB_000,76.63047450915097,SIRIUS,20
MS$^2$+RT,LQB_000,81.58784038235125,SIRIUS,20
MS$^2$+logP,LQB_000,72.04489229858167,SIRIUS,20
MS$^2$+RO,LQB_000,73.43794332029626,SIRIUS,20
Only-MS$^2$,LU_000,73.76104287868995,SIRIUS,20
LC-MS$^2$Struct,LU_000,74.88149105796164,SIRIUS,20
MS$^2$+RT,LU_000,70.97069597069597,SIRIUS,20
MS$^2$+logP,LU_000,75.71644042232278,SIRIUS,20
MS$^2$+RO,LU_000,75.43094160741221,SIRIUS,20
Only-MS$^2$,LU_001,73.98361442479089,SIRIUS,20
LC-MS$^2$Struct,LU_001,75.30851501439736,SIRIUS,20
MS$^2$+RT,LU_001,71.6868915398327,SIRIUS,20
MS$^2$+logP,LU_001,74.78061154531743,SIRIUS,20
MS$^2$+RO,LU_001,74.77375565610859,SIRIUS,20
Only-MS$^2$,NA_003,79.6,SIRIUS,20
LC-MS$^2$Struct,NA_003,81.46666666666667,SIRIUS,20
MS$^2$+RT,NA_003,78.66666666666667,SIRIUS,20
MS$^2$+logP,NA_003,80.0,SIRIUS,20
MS$^2$+RO,NA_003,81.6,SIRIUS,20
Only-MS$^2$,PR_000,79.10084033613445,SIRIUS,20
LC-MS$^2$Struct,PR_000,83.76470588235294,SIRIUS,20
MS$^2$+RT,PR_000,77.55182072829132,SIRIUS,20
MS$^2$+logP,PR_000,79.79271708683473,SIRIUS,20
MS$^2$+RO,PR_000,81.6470588235294,SIRIUS,20
Only-MS$^2$,PR_002,82.97821350762528,SIRIUS,20
LC-MS$^2$Struct,PR_002,85.50326797385621,SIRIUS,20
MS$^2$+RT,PR_002,81.43572984749454,SIRIUS,20
MS$^2$+logP,PR_002,83.09150326797386,SIRIUS,20
MS$^2$+RO,PR_002,84.73420479302833,SIRIUS,20
Only-MS$^2$,RP_001,93.33333333333333,SIRIUS,20
LC-MS$^2$Struct,RP_001,93.68,SIRIUS,20
MS$^2$+RT,RP_001,88.66666666666667,SIRIUS,20
MS$^2$+logP,RP_001,92.64,SIRIUS,20
MS$^2$+RO,RP_001,93.33333333333333,SIRIUS,20
Only-MS$^2$,SM_000,78.26666666666667,SIRIUS,20
LC-MS$^2$Struct,SM_000,80.13333333333334,SIRIUS,20
MS$^2$+RT,SM_000,73.6,SIRIUS,20
MS$^2$+logP,SM_000,76.93333333333334,SIRIUS,20
MS$^2$+RO,SM_000,79.86666666666666,SIRIUS,20
Only-MS$^2$,SM_001,85.15406162464986,SIRIUS,20
LC-MS$^2$Struct,SM_001,86.27450980392157,SIRIUS,20
MS$^2$+RT,SM_001,80.3921568627451,SIRIUS,20
MS$^2$+logP,SM_001,85.15406162464986,SIRIUS,20
MS$^2$+RO,SM_001,85.71428571428571,SIRIUS,20
Only-MS$^2$,UF_002,78.8,SIRIUS,20
LC-MS$^2$Struct,UF_002,79.06666666666666,SIRIUS,20
MS$^2$+RT,UF_002,74.8,SIRIUS,20
MS$^2$+logP,UF_002,78.13333333333334,SIRIUS,20
MS$^2$+RO,UF_002,79.2,SIRIUS,20
Only-MS$^2$,UF_003,81.73333333333333,SIRIUS,20
LC-MS$^2$Struct,UF_003,81.73333333333333,SIRIUS,20
MS$^2$+RT,UF_003,79.2,SIRIUS,20
MS$^2$+logP,UF_003,81.33333333333333,SIRIUS,20
MS$^2$+RO,UF_003,83.46666666666667,SIRIUS,20
Only-MS$^2$,UT_000,55.5987866441529,SIRIUS,20
LC-MS$^2$Struct,UT_000,59.96301987977905,SIRIUS,20
MS$^2$+RT,UT_000,61.70936020755664,SIRIUS,20
MS$^2$+logP,UT_000,55.5987866441529,SIRIUS,20
MS$^2$+RO,UT_000,56.89293274961975,SIRIUS,20
Only-MS$^2$,AVG.,77.60977742503728,SIRIUS,20
LC-MS$^2$Struct,AVG.,79.06438233612779,SIRIUS,20
MS$^2$+RT,AVG.,75.17404660405414,SIRIUS,20
MS$^2$+logP,AVG.,77.58947299325006,SIRIUS,20
MS$^2$+RO,AVG.,78.86502101475385,SIRIUS,20
