scoring_method,dataset,top_k_acc,ms2scorer,k
Only-MS$^2$,RP_001,40.36275695562094,MetFrag,20
LC-MS$^2$Struct (2D),RP_001,43.94945219730183,MetFrag,20
LC-MS$^2$Struct (3D),RP_001,46.57534246575342,MetFrag,20
Only-MS$^2$,SM_001,57.68475676370415,MetFrag,20
LC-MS$^2$Struct (2D),SM_001,58.42592592592592,MetFrag,20
LC-MS$^2$Struct (3D),SM_001,63.33333333333333,MetFrag,20
Only-MS$^2$,UT_000,41.17284477560422,MetFrag,20
LC-MS$^2$Struct (2D),UT_000,43.37632807810194,MetFrag,20
LC-MS$^2$Struct (3D),UT_000,57.83486657507698,MetFrag,20
Only-MS$^2$,AVG.,37.57916163175336,MetFrag,20
LC-MS$^2$Struct (2D),AVG.,38.74539391695048,MetFrag,20
LC-MS$^2$Struct (3D),AVG.,44.765430407427225,MetFrag,20
Only-MS$^2$,AC_003,5.530199757150721,SIRIUS,1
LC-MS$^2$Struct (2D),AC_003,5.752792349743314,SIRIUS,1
LC-MS$^2$Struct (3D),AC_003,6.466666666666667,SIRIUS,1
Only-MS$^2$,AU_002,5.548304046149565,SIRIUS,1
LC-MS$^2$Struct (2D),AU_002,5.627480453021667,SIRIUS,1
LC-MS$^2$Struct (3D),AU_002,9.422222222222222,SIRIUS,1
Only-MS$^2$,BML_001,5.964048851045755,SIRIUS,1
LC-MS$^2$Struct (2D),BML_001,5.964048851045755,SIRIUS,1
LC-MS$^2$Struct (3D),BML_001,21.21212121212121,SIRIUS,1
Only-MS$^2$,BS_000,13.356791641124746,SIRIUS,1
LC-MS$^2$Struct (2D),BS_000,13.41012497445808,SIRIUS,1
LC-MS$^2$Struct (3D),BS_000,17.866666666666667,SIRIUS,1
Only-MS$^2$,EA_002,6.462337362569739,SIRIUS,1
LC-MS$^2$Struct (2D),EA_002,5.86724792819459,SIRIUS,1
LC-MS$^2$Struct (3D),EA_002,10.11904761904762,SIRIUS,1
Only-MS$^2$,EA_003,7.738461628079306,SIRIUS,1
LC-MS$^2$Struct (2D),EA_003,7.61426581844898,SIRIUS,1
LC-MS$^2$Struct (3D),EA_003,14.619883040935674,SIRIUS,1
Only-MS$^2$,EQ_004,4.083883529125012,SIRIUS,1
LC-MS$^2$Struct (2D),EQ_004,4.606759346118475,SIRIUS,1
LC-MS$^2$Struct (3D),EQ_004,1.96078431372549,SIRIUS,1
Only-MS$^2$,LQB_000,5.482111311903054,SIRIUS,1
LC-MS$^2$Struct (2D),LQB_000,5.458022753595494,SIRIUS,1
LC-MS$^2$Struct (3D),LQB_000,15.365773508747363,SIRIUS,1
Only-MS$^2$,LU_000,2.557773556421292,SIRIUS,1
LC-MS$^2$Struct (2D),LU_000,3.891106889754624,SIRIUS,1
LC-MS$^2$Struct (3D),LU_000,6.0,SIRIUS,1
Only-MS$^2$,LU_001,4.46794144998974,SIRIUS,1
LC-MS$^2$Struct (2D),LU_001,4.601274783323074,SIRIUS,1
LC-MS$^2$Struct (3D),LU_001,7.688888888888889,SIRIUS,1
Only-MS$^2$,NA_003,2.7231489169013856,SIRIUS,1
LC-MS$^2$Struct (2D),NA_003,2.7231489169013856,SIRIUS,1
LC-MS$^2$Struct (3D),NA_003,4.10958904109589,SIRIUS,1
Only-MS$^2$,PR_002,6.254796683911252,SIRIUS,1
LC-MS$^2$Struct (2D),PR_002,6.15416285610351,SIRIUS,1
LC-MS$^2$Struct (3D),PR_002,7.044444444444445,SIRIUS,1
Only-MS$^2$,RP_000,8.230709736617364,SIRIUS,1
LC-MS$^2$Struct (2D),RP_000,8.62753513344276,SIRIUS,1
LC-MS$^2$Struct (3D),RP_000,2.857142857142857,SIRIUS,1
Only-MS$^2$,RP_001,12.754192374391623,SIRIUS,1
LC-MS$^2$Struct (2D),RP_001,12.79224412477214,SIRIUS,1
LC-MS$^2$Struct (3D),RP_001,13.470319634703198,SIRIUS,1
Only-MS$^2$,SM_001,6.662854030501089,SIRIUS,1
LC-MS$^2$Struct (2D),SM_001,7.773965141612201,SIRIUS,1
LC-MS$^2$Struct (3D),SM_001,14.444444444444446,SIRIUS,1
Only-MS$^2$,UT_000,15.202654793177752,SIRIUS,1
LC-MS$^2$Struct (2D),UT_000,14.907700575371404,SIRIUS,1
LC-MS$^2$Struct (3D),UT_000,19.941554646405613,SIRIUS,1
Only-MS$^2$,AVG.,7.318848342403692,SIRIUS,1
LC-MS$^2$Struct (2D),AVG.,7.392302872817768,SIRIUS,1
LC-MS$^2$Struct (3D),AVG.,10.560247939067178,SIRIUS,1
Only-MS$^2$,AC_003,53.01170057216463,SIRIUS,20
LC-MS$^2$Struct (2D),AC_003,52.99050870360434,SIRIUS,20
LC-MS$^2$Struct (3D),AC_003,55.06666666666667,SIRIUS,20
Only-MS$^2$,AU_002,48.10323407439433,SIRIUS,20
LC-MS$^2$Struct (2D),AU_002,47.83090163877979,SIRIUS,20
LC-MS$^2$Struct (3D),AU_002,54.666666666666664,SIRIUS,20
Only-MS$^2$,BML_001,51.98714827197799,SIRIUS,20
LC-MS$^2$Struct (2D),BML_001,51.98714827197799,SIRIUS,20
LC-MS$^2$Struct (3D),BML_001,51.51515151515152,SIRIUS,20
Only-MS$^2$,BS_000,60.583328219421915,SIRIUS,20
LC-MS$^2$Struct (2D),BS_000,59.781029021035756,SIRIUS,20
LC-MS$^2$Struct (3D),BS_000,63.733333333333334,SIRIUS,20
Only-MS$^2$,EA_002,53.85179837671063,SIRIUS,20
LC-MS$^2$Struct (2D),EA_002,53.92620016539814,SIRIUS,20
LC-MS$^2$Struct (3D),EA_002,58.92857142857143,SIRIUS,20
Only-MS$^2$,EA_003,64.16875923419074,SIRIUS,20
LC-MS$^2$Struct (2D),EA_003,64.04733842733543,SIRIUS,20
LC-MS$^2$Struct (3D),EA_003,73.68421052631578,SIRIUS,20
Only-MS$^2$,EQ_004,58.16095762855809,SIRIUS,20
LC-MS$^2$Struct (2D),EQ_004,57.632735953649885,SIRIUS,20
LC-MS$^2$Struct (3D),EQ_004,68.62745098039215,SIRIUS,20
Only-MS$^2$,LQB_000,57.465802359667826,SIRIUS,20
LC-MS$^2$Struct (2D),LQB_000,57.18619671390015,SIRIUS,20
LC-MS$^2$Struct (3D),LQB_000,65.42301628412739,SIRIUS,20
Only-MS$^2$,LU_000,50.077301631339424,SIRIUS,20
LC-MS$^2$Struct (2D),LU_000,50.04866340807816,SIRIUS,20
LC-MS$^2$Struct (3D),LU_000,54.0,SIRIUS,20
Only-MS$^2$,LU_001,58.289092170204846,SIRIUS,20
LC-MS$^2$Struct (2D),LU_001,59.1372730209314,SIRIUS,20
LC-MS$^2$Struct (3D),LU_001,65.02222222222223,SIRIUS,20
Only-MS$^2$,NA_003,48.172654218227926,SIRIUS,20
LC-MS$^2$Struct (2D),NA_003,48.295590642534215,SIRIUS,20
LC-MS$^2$Struct (3D),NA_003,53.42465753424659,SIRIUS,20
Only-MS$^2$,PR_002,50.95275383290741,SIRIUS,20
LC-MS$^2$Struct (2D),PR_002,51.099279309436106,SIRIUS,20
LC-MS$^2$Struct (3D),PR_002,54.233333333333334,SIRIUS,20
Only-MS$^2$,RP_000,61.18867580682832,SIRIUS,20
LC-MS$^2$Struct (2D),RP_000,59.26865138680388,SIRIUS,20
LC-MS$^2$Struct (3D),RP_000,57.14285714285714,SIRIUS,20
Only-MS$^2$,RP_001,60.25625378195518,SIRIUS,20
LC-MS$^2$Struct (2D),RP_001,59.92814088174423,SIRIUS,20
LC-MS$^2$Struct (3D),RP_001,61.64383561643836,SIRIUS,20
Only-MS$^2$,SM_001,66.26633986928104,SIRIUS,20
LC-MS$^2$Struct (2D),SM_001,66.26633986928104,SIRIUS,20
LC-MS$^2$Struct (3D),SM_001,73.33333333333333,SIRIUS,20
Only-MS$^2$,UT_000,44.682086918793665,SIRIUS,20
LC-MS$^2$Struct (2D),UT_000,44.632825835049815,SIRIUS,20
LC-MS$^2$Struct (3D),UT_000,50.00974089226573,SIRIUS,20
Only-MS$^2$,AVG.,54.13798902391249,SIRIUS,20
LC-MS$^2$Struct (2D),AVG.,54.0753276293443,SIRIUS,20
LC-MS$^2$Struct (3D),AVG.,58.72656582226175,SIRIUS,20
