scoring_method,k,n_models,top_k_acc
LC-MS$^2$Struct,1,6,48.0
LC-MS$^2$Struct,20,6,80.0
Only-MS$^2$,1,6,48.0
Only-MS$^2$,20,6,80.0
LC-MS$^2$Struct,1,7,48.0
LC-MS$^2$Struct,20,7,80.0
Only-MS$^2$,1,7,48.0
Only-MS$^2$,20,7,80.0
LC-MS$^2$Struct,1,8,48.0
LC-MS$^2$Struct,20,8,80.0
Only-MS$^2$,1,8,48.0
Only-MS$^2$,20,8,80.0
LC-MS$^2$Struct,1,1,49.0
LC-MS$^2$Struct,20,1,82.0
Only-MS$^2$,1,1,43.0
Only-MS$^2$,20,1,82.0
LC-MS$^2$Struct,1,2,49.0
LC-MS$^2$Struct,20,2,84.0
Only-MS$^2$,1,2,43.0
Only-MS$^2$,20,2,82.0
LC-MS$^2$Struct,1,3,47.0
LC-MS$^2$Struct,20,3,84.0
Only-MS$^2$,1,3,43.0
Only-MS$^2$,20,3,82.0
LC-MS$^2$Struct,1,4,47.0
LC-MS$^2$Struct,20,4,84.0
Only-MS$^2$,1,4,43.0
Only-MS$^2$,20,4,82.0
LC-MS$^2$Struct,1,5,47.0
LC-MS$^2$Struct,20,5,84.0
Only-MS$^2$,1,5,43.0
Only-MS$^2$,20,5,82.0
LC-MS$^2$Struct,1,6,47.0
LC-MS$^2$Struct,20,6,84.0
Only-MS$^2$,1,6,43.0
Only-MS$^2$,20,6,82.0
LC-MS$^2$Struct,1,7,47.0
LC-MS$^2$Struct,20,7,84.0
Only-MS$^2$,1,7,43.0
Only-MS$^2$,20,7,82.0
LC-MS$^2$Struct,1,8,47.0
LC-MS$^2$Struct,20,8,84.0
Only-MS$^2$,1,8,43.0
Only-MS$^2$,20,8,82.0
LC-MS$^2$Struct,1,1,50.0
LC-MS$^2$Struct,20,1,82.0
Only-MS$^2$,1,1,46.0
Only-MS$^2$,20,1,82.0
LC-MS$^2$Struct,1,2,50.0
LC-MS$^2$Struct,20,2,84.0
Only-MS$^2$,1,2,46.0
Only-MS$^2$,20,2,82.0
LC-MS$^2$Struct,1,3,50.0
LC-MS$^2$Struct,20,3,84.0
Only-MS$^2$,1,3,46.0
Only-MS$^2$,20,3,82.0
LC-MS$^2$Struct,1,4,50.0
LC-MS$^2$Struct,20,4,84.0
Only-MS$^2$,1,4,46.0
Only-MS$^2$,20,4,82.0
LC-MS$^2$Struct,1,5,50.0
LC-MS$^2$Struct,20,5,84.0
Only-MS$^2$,1,5,46.0
Only-MS$^2$,20,5,82.0
LC-MS$^2$Struct,1,6,48.0
LC-MS$^2$Struct,20,6,84.0
Only-MS$^2$,1,6,46.0
Only-MS$^2$,20,6,82.0
LC-MS$^2$Struct,1,7,48.0
LC-MS$^2$Struct,20,7,84.0
Only-MS$^2$,1,7,46.0
Only-MS$^2$,20,7,82.0
LC-MS$^2$Struct,1,8,48.0
LC-MS$^2$Struct,20,8,84.0
Only-MS$^2$,1,8,46.0
Only-MS$^2$,20,8,82.0
LC-MS$^2$Struct,1,1,46.0
LC-MS$^2$Struct,20,1,90.0
Only-MS$^2$,1,1,55.00000000000001
Only-MS$^2$,20,1,84.0
LC-MS$^2$Struct,1,2,46.0
LC-MS$^2$Struct,20,2,90.0
Only-MS$^2$,1,2,55.00000000000001
Only-MS$^2$,20,2,84.0
LC-MS$^2$Struct,1,3,50.0
LC-MS$^2$Struct,20,3,86.0
Only-MS$^2$,1,3,55.00000000000001
Only-MS$^2$,20,3,84.0
LC-MS$^2$Struct,1,4,48.0
LC-MS$^2$Struct,20,4,86.0
Only-MS$^2$,1,4,55.00000000000001
Only-MS$^2$,20,4,84.0
LC-MS$^2$Struct,1,5,48.0
LC-MS$^2$Struct,20,5,88.0
Only-MS$^2$,1,5,55.00000000000001
Only-MS$^2$,20,5,84.0
LC-MS$^2$Struct,1,6,50.0
LC-MS$^2$Struct,20,6,90.0
Only-MS$^2$,1,6,55.00000000000001
Only-MS$^2$,20,6,84.0
LC-MS$^2$Struct,1,7,50.0
LC-MS$^2$Struct,20,7,90.0
Only-MS$^2$,1,7,55.00000000000001
Only-MS$^2$,20,7,84.0
LC-MS$^2$Struct,1,8,48.0
LC-MS$^2$Struct,20,8,88.0
Only-MS$^2$,1,8,55.00000000000001
Only-MS$^2$,20,8,84.0
LC-MS$^2$Struct,1,1,55.00000000000001
LC-MS$^2$Struct,20,1,88.0
Only-MS$^2$,1,1,59.0
Only-MS$^2$,20,1,90.0
LC-MS$^2$Struct,1,2,56.99999999999999
LC-MS$^2$Struct,20,2,88.0
Only-MS$^2$,1,2,59.0
Only-MS$^2$,20,2,90.0
LC-MS$^2$Struct,1,3,59.0
LC-MS$^2$Struct,20,3,88.0
Only-MS$^2$,1,3,59.0
Only-MS$^2$,20,3,90.0
LC-MS$^2$Struct,1,4,59.0
LC-MS$^2$Struct,20,4,88.0
Only-MS$^2$,1,4,59.0
Only-MS$^2$,20,4,90.0
LC-MS$^2$Struct,1,5,61.0
LC-MS$^2$Struct,20,5,88.0
Only-MS$^2$,1,5,59.0
Only-MS$^2$,20,5,90.0
LC-MS$^2$Struct,1,6,61.0
LC-MS$^2$Struct,20,6,88.0
Only-MS$^2$,1,6,59.0
Only-MS$^2$,20,6,90.0
LC-MS$^2$Struct,1,7,59.0
LC-MS$^2$Struct,20,7,88.0
Only-MS$^2$,1,7,59.0
Only-MS$^2$,20,7,90.0
LC-MS$^2$Struct,1,8,59.0
LC-MS$^2$Struct,20,8,88.0
Only-MS$^2$,1,8,59.0
Only-MS$^2$,20,8,90.0
LC-MS$^2$Struct,1,1,50.0
LC-MS$^2$Struct,20,1,78.0
Only-MS$^2$,1,1,52.0
Only-MS$^2$,20,1,80.0
LC-MS$^2$Struct,1,2,52.0
LC-MS$^2$Struct,20,2,80.0
Only-MS$^2$,1,2,52.0
Only-MS$^2$,20,2,80.0
LC-MS$^2$Struct,1,3,52.0
LC-MS$^2$Struct,20,3,78.0
Only-MS$^2$,1,3,52.0
Only-MS$^2$,20,3,80.0
LC-MS$^2$Struct,1,4,54.0
LC-MS$^2$Struct,20,4,78.0
Only-MS$^2$,1,4,52.0
Only-MS$^2$,20,4,80.0
LC-MS$^2$Struct,1,5,54.0
LC-MS$^2$Struct,20,5,80.0
Only-MS$^2$,1,5,52.0
Only-MS$^2$,20,5,80.0
LC-MS$^2$Struct,1,6,54.0
LC-MS$^2$Struct,20,6,80.0
Only-MS$^2$,1,6,52.0
Only-MS$^2$,20,6,80.0
LC-MS$^2$Struct,1,7,54.0
LC-MS$^2$Struct,20,7,78.0
Only-MS$^2$,1,7,52.0
Only-MS$^2$,20,7,80.0
LC-MS$^2$Struct,1,8,50.0
LC-MS$^2$Struct,20,8,78.0
Only-MS$^2$,1,8,52.0
Only-MS$^2$,20,8,80.0
LC-MS$^2$Struct,1,1,40.0
LC-MS$^2$Struct,20,1,78.0
Only-MS$^2$,1,1,44.0
Only-MS$^2$,20,1,76.0
LC-MS$^2$Struct,1,2,44.0
LC-MS$^2$Struct,20,2,80.0
Only-MS$^2$,1,2,44.0
Only-MS$^2$,20,2,76.0
LC-MS$^2$Struct,1,3,42.0
LC-MS$^2$Struct,20,3,80.0
Only-MS$^2$,1,3,44.0
Only-MS$^2$,20,3,76.0
LC-MS$^2$Struct,1,4,42.0
LC-MS$^2$Struct,20,4,80.0
Only-MS$^2$,1,4,44.0
Only-MS$^2$,20,4,76.0
LC-MS$^2$Struct,1,5,42.0
LC-MS$^2$Struct,20,5,80.0
Only-MS$^2$,1,5,44.0
Only-MS$^2$,20,5,76.0
LC-MS$^2$Struct,1,6,42.0
LC-MS$^2$Struct,20,6,80.0
Only-MS$^2$,1,6,44.0
Only-MS$^2$,20,6,76.0
LC-MS$^2$Struct,1,7,42.0
LC-MS$^2$Struct,20,7,80.0
Only-MS$^2$,1,7,44.0
Only-MS$^2$,20,7,76.0
LC-MS$^2$Struct,1,8,44.0
LC-MS$^2$Struct,20,8,80.0
Only-MS$^2$,1,8,44.0
Only-MS$^2$,20,8,76.0
LC-MS$^2$Struct,1,1,46.0
LC-MS$^2$Struct,20,1,88.0
Only-MS$^2$,1,1,46.0
Only-MS$^2$,20,1,90.0
LC-MS$^2$Struct,1,2,48.0
LC-MS$^2$Struct,20,2,88.0
Only-MS$^2$,1,2,46.0
Only-MS$^2$,20,2,90.0
LC-MS$^2$Struct,1,3,50.0
LC-MS$^2$Struct,20,3,88.0
Only-MS$^2$,1,3,46.0
Only-MS$^2$,20,3,90.0
LC-MS$^2$Struct,1,4,46.0
LC-MS$^2$Struct,20,4,90.0
Only-MS$^2$,1,4,46.0
Only-MS$^2$,20,4,90.0
LC-MS$^2$Struct,1,5,48.0
LC-MS$^2$Struct,20,5,90.0
Only-MS$^2$,1,5,46.0
Only-MS$^2$,20,5,90.0
LC-MS$^2$Struct,1,6,46.0
LC-MS$^2$Struct,20,6,90.0
Only-MS$^2$,1,6,46.0
Only-MS$^2$,20,6,90.0
LC-MS$^2$Struct,1,7,46.0
LC-MS$^2$Struct,20,7,90.0
Only-MS$^2$,1,7,46.0
Only-MS$^2$,20,7,90.0
LC-MS$^2$Struct,1,8,46.0
LC-MS$^2$Struct,20,8,90.0
Only-MS$^2$,1,8,46.0
Only-MS$^2$,20,8,90.0
LC-MS$^2$Struct,1,1,53.0
LC-MS$^2$Struct,20,1,84.0
Only-MS$^2$,1,1,51.0
Only-MS$^2$,20,1,82.0
LC-MS$^2$Struct,1,2,53.0
LC-MS$^2$Struct,20,2,86.0
Only-MS$^2$,1,2,51.0
Only-MS$^2$,20,2,82.0
LC-MS$^2$Struct,1,3,51.0
LC-MS$^2$Struct,20,3,86.0
Only-MS$^2$,1,3,51.0
Only-MS$^2$,20,3,82.0
LC-MS$^2$Struct,1,4,51.0
LC-MS$^2$Struct,20,4,86.0
Only-MS$^2$,1,4,51.0
Only-MS$^2$,20,4,82.0
LC-MS$^2$Struct,1,5,53.0
LC-MS$^2$Struct,20,5,82.0
Only-MS$^2$,1,5,51.0
Only-MS$^2$,20,5,82.0
LC-MS$^2$Struct,1,6,55.00000000000001
LC-MS$^2$Struct,20,6,82.0
Only-MS$^2$,1,6,51.0
Only-MS$^2$,20,6,82.0
LC-MS$^2$Struct,1,7,55.00000000000001
LC-MS$^2$Struct,20,7,82.0
Only-MS$^2$,1,7,51.0
Only-MS$^2$,20,7,82.0
LC-MS$^2$Struct,1,8,55.00000000000001
LC-MS$^2$Struct,20,8,82.0
Only-MS$^2$,1,8,51.0
Only-MS$^2$,20,8,82.0
LC-MS$^2$Struct,1,1,50.0
LC-MS$^2$Struct,20,1,88.0
Only-MS$^2$,1,1,48.0
Only-MS$^2$,20,1,88.0
LC-MS$^2$Struct,1,2,46.0
LC-MS$^2$Struct,20,2,90.0
Only-MS$^2$,1,2,48.0
Only-MS$^2$,20,2,88.0
LC-MS$^2$Struct,1,3,46.0
LC-MS$^2$Struct,20,3,90.0
Only-MS$^2$,1,3,48.0
Only-MS$^2$,20,3,88.0
LC-MS$^2$Struct,1,4,46.0
LC-MS$^2$Struct,20,4,90.0
Only-MS$^2$,1,4,48.0
Only-MS$^2$,20,4,88.0
LC-MS$^2$Struct,1,5,48.0
LC-MS$^2$Struct,20,5,88.0
Only-MS$^2$,1,5,48.0
Only-MS$^2$,20,5,88.0
LC-MS$^2$Struct,1,6,46.0
LC-MS$^2$Struct,20,6,86.0
Only-MS$^2$,1,6,48.0
Only-MS$^2$,20,6,88.0
LC-MS$^2$Struct,1,7,46.0
LC-MS$^2$Struct,20,7,88.0
Only-MS$^2$,1,7,48.0
Only-MS$^2$,20,7,88.0
LC-MS$^2$Struct,1,8,48.0
LC-MS$^2$Struct,20,8,88.0
Only-MS$^2$,1,8,48.0
Only-MS$^2$,20,8,88.0
LC-MS$^2$Struct,1,1,25.454545454545453
LC-MS$^2$Struct,20,1,60.0
Only-MS$^2$,1,1,23.63636363636364
Only-MS$^2$,20,1,60.6060606060606
LC-MS$^2$Struct,1,2,27.27272727272727
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,23.63636363636364
Only-MS$^2$,20,2,60.6060606060606
LC-MS$^2$Struct,1,3,27.27272727272727
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,23.63636363636364
Only-MS$^2$,20,3,60.6060606060606
LC-MS$^2$Struct,1,4,25.454545454545453
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,23.63636363636364
Only-MS$^2$,20,4,60.6060606060606
LC-MS$^2$Struct,1,5,25.454545454545453
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,23.63636363636364
Only-MS$^2$,20,5,60.6060606060606
LC-MS$^2$Struct,1,6,25.454545454545453
LC-MS$^2$Struct,20,6,56.36363636363636
Only-MS$^2$,1,6,23.63636363636364
Only-MS$^2$,20,6,60.6060606060606
LC-MS$^2$Struct,1,7,25.454545454545453
LC-MS$^2$Struct,20,7,58.18181818181818
Only-MS$^2$,1,7,23.63636363636364
Only-MS$^2$,20,7,60.6060606060606
LC-MS$^2$Struct,1,8,27.27272727272727
LC-MS$^2$Struct,20,8,58.18181818181818
Only-MS$^2$,1,8,23.63636363636364
Only-MS$^2$,20,8,60.6060606060606
LC-MS$^2$Struct,1,1,11.995678613325673
LC-MS$^2$Struct,20,1,71.26050420168067
Only-MS$^2$,1,1,6.021574542335788
Only-MS$^2$,20,1,55.655391936351705
LC-MS$^2$Struct,1,2,12.006571859513036
LC-MS$^2$Struct,20,2,70.86834733893556
Only-MS$^2$,1,2,6.021574542335788
Only-MS$^2$,20,2,55.655391936351705
LC-MS$^2$Struct,1,3,11.205918264741792
LC-MS$^2$Struct,20,3,70.3921568627451
Only-MS$^2$,1,3,6.021574542335788
Only-MS$^2$,20,3,55.655391936351705
LC-MS$^2$Struct,1,4,12.01034259857789
LC-MS$^2$Struct,20,4,71.32586367880485
Only-MS$^2$,1,4,6.021574542335788
Only-MS$^2$,20,4,55.655391936351705
LC-MS$^2$Struct,1,5,12.01034259857789
LC-MS$^2$Struct,20,5,69.60275019098549
Only-MS$^2$,1,5,6.021574542335788
Only-MS$^2$,20,5,55.655391936351705
LC-MS$^2$Struct,1,6,13.971126912303385
LC-MS$^2$Struct,20,6,70.67226890756302
Only-MS$^2$,1,6,6.021574542335788
Only-MS$^2$,20,6,55.655391936351705
LC-MS$^2$Struct,1,7,11.683545212956975
LC-MS$^2$Struct,20,7,68.90756302521007
Only-MS$^2$,1,7,6.021574542335788
Only-MS$^2$,20,7,55.655391936351705
LC-MS$^2$Struct,1,8,11.683545212956975
LC-MS$^2$Struct,20,8,66.75070028011203
Only-MS$^2$,1,8,6.021574542335788
Only-MS$^2$,20,8,55.655391936351705
LC-MS$^2$Struct,1,1,33.33468720821662
LC-MS$^2$Struct,20,1,68.35294117647062
Only-MS$^2$,1,1,27.412464985994397
Only-MS$^2$,20,1,68.35294117647057
LC-MS$^2$Struct,1,2,31.01802054154995
LC-MS$^2$Struct,20,2,68.54545454545455
Only-MS$^2$,1,2,27.412464985994397
Only-MS$^2$,20,2,68.35294117647057
LC-MS$^2$Struct,1,3,33.13468720821662
LC-MS$^2$Struct,20,3,68.54545454545452
Only-MS$^2$,1,3,27.412464985994397
Only-MS$^2$,20,3,68.35294117647057
LC-MS$^2$Struct,1,4,33.13468720821662
LC-MS$^2$Struct,20,4,70.54545454545456
Only-MS$^2$,1,4,27.412464985994397
Only-MS$^2$,20,4,68.35294117647057
LC-MS$^2$Struct,1,5,33.13468720821662
LC-MS$^2$Struct,20,5,68.54545454545456
Only-MS$^2$,1,5,27.412464985994397
Only-MS$^2$,20,5,68.35294117647057
LC-MS$^2$Struct,1,6,33.13468720821662
LC-MS$^2$Struct,20,6,68.54545454545456
Only-MS$^2$,1,6,27.412464985994397
Only-MS$^2$,20,6,68.35294117647057
LC-MS$^2$Struct,1,7,33.13468720821662
LC-MS$^2$Struct,20,7,70.54545454545453
Only-MS$^2$,1,7,27.412464985994397
Only-MS$^2$,20,7,68.35294117647057
LC-MS$^2$Struct,1,8,33.96802054154995
LC-MS$^2$Struct,20,8,70.54545454545453
Only-MS$^2$,1,8,27.412464985994397
Only-MS$^2$,20,8,68.35294117647057
LC-MS$^2$Struct,1,1,20.887835204011672
LC-MS$^2$Struct,20,1,76.67679379444085
Only-MS$^2$,1,1,13.71255296990591
Only-MS$^2$,20,1,75.92465704230412
LC-MS$^2$Struct,1,2,22.618672993672995
LC-MS$^2$Struct,20,2,77.40206851971557
Only-MS$^2$,1,2,13.71255296990591
Only-MS$^2$,20,2,75.92465704230412
LC-MS$^2$Struct,1,3,24.43685481185481
LC-MS$^2$Struct,20,3,75.10536522301227
Only-MS$^2$,1,3,13.71255296990591
Only-MS$^2$,20,3,75.92465704230412
LC-MS$^2$Struct,1,4,22.83685481185481
LC-MS$^2$Struct,20,4,75.24822236586941
Only-MS$^2$,1,4,13.71255296990591
Only-MS$^2$,20,4,75.92465704230412
LC-MS$^2$Struct,1,5,24.43685481185481
LC-MS$^2$Struct,20,5,73.24822236586941
Only-MS$^2$,1,5,13.71255296990591
Only-MS$^2$,20,5,75.92465704230412
LC-MS$^2$Struct,1,6,24.43685481185481
LC-MS$^2$Struct,20,6,77.24822236586942
Only-MS$^2$,1,6,13.71255296990591
Only-MS$^2$,20,6,75.92465704230412
LC-MS$^2$Struct,1,7,20.590700965700965
LC-MS$^2$Struct,20,7,79.09437621202325
Only-MS$^2$,1,7,13.71255296990591
Only-MS$^2$,20,7,75.92465704230412
LC-MS$^2$Struct,1,8,20.990700965700963
LC-MS$^2$Struct,20,8,81.09437621202325
Only-MS$^2$,1,8,13.71255296990591
Only-MS$^2$,20,8,75.92465704230412
LC-MS$^2$Struct,1,1,21.29893048128342
LC-MS$^2$Struct,20,1,78.06493506493506
Only-MS$^2$,1,1,10.590314913844322
Only-MS$^2$,20,1,74.92366522366521
LC-MS$^2$Struct,1,2,21.08377896613191
LC-MS$^2$Struct,20,2,81.61255411255411
Only-MS$^2$,1,2,10.590314913844322
Only-MS$^2$,20,2,74.92366522366521
LC-MS$^2$Struct,1,3,19.250445632798577
LC-MS$^2$Struct,20,3,80.3030303030303
Only-MS$^2$,1,3,10.590314913844322
Only-MS$^2$,20,3,74.92366522366521
LC-MS$^2$Struct,1,4,19.58377896613191
LC-MS$^2$Struct,20,4,80.13636363636365
Only-MS$^2$,1,4,10.590314913844322
Only-MS$^2$,20,4,74.92366522366521
LC-MS$^2$Struct,1,5,19.30600118835413
LC-MS$^2$Struct,20,5,79.63636363636363
Only-MS$^2$,1,5,10.590314913844322
Only-MS$^2$,20,5,74.92366522366521
LC-MS$^2$Struct,1,6,17.306001188354127
LC-MS$^2$Struct,20,6,79.13636363636364
Only-MS$^2$,1,6,10.590314913844322
Only-MS$^2$,20,6,74.92366522366521
LC-MS$^2$Struct,1,7,19.13933452168746
LC-MS$^2$Struct,20,7,81.13636363636365
Only-MS$^2$,1,7,10.590314913844322
Only-MS$^2$,20,7,74.92366522366521
LC-MS$^2$Struct,1,8,19.13933452168746
LC-MS$^2$Struct,20,8,81.7792207792208
Only-MS$^2$,1,8,10.590314913844322
Only-MS$^2$,20,8,74.92366522366521
LC-MS$^2$Struct,1,1,37.50756188256188
LC-MS$^2$Struct,20,1,84.57142857142858
Only-MS$^2$,1,1,21.49005994005994
Only-MS$^2$,20,1,84.14285714285717
LC-MS$^2$Struct,1,2,37.085339660339656
LC-MS$^2$Struct,20,2,84.71428571428568
Only-MS$^2$,1,2,21.49005994005994
Only-MS$^2$,20,2,84.14285714285717
LC-MS$^2$Struct,1,3,38.085339660339656
LC-MS$^2$Struct,20,3,84.57142857142857
Only-MS$^2$,1,3,21.49005994005994
Only-MS$^2$,20,3,84.14285714285717
LC-MS$^2$Struct,1,4,38.23918581418581
LC-MS$^2$Struct,20,4,84.57142857142854
Only-MS$^2$,1,4,21.49005994005994
Only-MS$^2$,20,4,84.14285714285717
LC-MS$^2$Struct,1,5,39.95200632700632
LC-MS$^2$Struct,20,5,84.57142857142858
Only-MS$^2$,1,5,21.49005994005994
Only-MS$^2$,20,5,84.14285714285717
LC-MS$^2$Struct,1,6,36.95200632700632
LC-MS$^2$Struct,20,6,84.5714285714286
Only-MS$^2$,1,6,21.49005994005994
Only-MS$^2$,20,6,84.14285714285717
LC-MS$^2$Struct,1,7,36.95200632700632
LC-MS$^2$Struct,20,7,82.94642857142858
Only-MS$^2$,1,7,21.49005994005994
Only-MS$^2$,20,7,84.14285714285717
LC-MS$^2$Struct,1,8,36.95200632700632
LC-MS$^2$Struct,20,8,83.61309523809526
Only-MS$^2$,1,8,21.49005994005994
Only-MS$^2$,20,8,84.14285714285717
LC-MS$^2$Struct,1,1,19.90105254222901
LC-MS$^2$Struct,20,1,74.00000000000001
Only-MS$^2$,1,1,7.773824215000685
Only-MS$^2$,20,1,73.26984126984127
LC-MS$^2$Struct,1,2,21.04390968508616
LC-MS$^2$Struct,20,2,72.00000000000001
Only-MS$^2$,1,2,7.773824215000685
Only-MS$^2$,20,2,73.26984126984127
LC-MS$^2$Struct,1,3,22.82962397080044
LC-MS$^2$Struct,20,3,72.16666666666669
Only-MS$^2$,1,3,7.773824215000685
Only-MS$^2$,20,3,73.26984126984127
LC-MS$^2$Struct,1,4,21.04390968508616
LC-MS$^2$Struct,20,4,72.16666666666669
Only-MS$^2$,1,4,7.773824215000685
Only-MS$^2$,20,4,73.26984126984127
LC-MS$^2$Struct,1,5,20.54390968508616
LC-MS$^2$Struct,20,5,72.50000000000001
Only-MS$^2$,1,5,7.773824215000685
Only-MS$^2$,20,5,73.26984126984127
LC-MS$^2$Struct,1,6,18.82962397080044
LC-MS$^2$Struct,20,6,76.0
Only-MS$^2$,1,6,7.773824215000685
Only-MS$^2$,20,6,73.26984126984127
LC-MS$^2$Struct,1,7,20.54390968508616
LC-MS$^2$Struct,20,7,76.0
Only-MS$^2$,1,7,7.773824215000685
Only-MS$^2$,20,7,73.26984126984127
LC-MS$^2$Struct,1,8,20.54390968508616
LC-MS$^2$Struct,20,8,76.00000000000001
Only-MS$^2$,1,8,7.773824215000685
Only-MS$^2$,20,8,73.26984126984127
LC-MS$^2$Struct,1,1,23.07692307692308
LC-MS$^2$Struct,20,1,67.3076923076923
Only-MS$^2$,1,1,19.230769230769237
Only-MS$^2$,20,1,67.3076923076923
LC-MS$^2$Struct,1,2,23.07692307692308
LC-MS$^2$Struct,20,2,69.23076923076923
Only-MS$^2$,1,2,19.230769230769237
Only-MS$^2$,20,2,67.3076923076923
LC-MS$^2$Struct,1,3,21.153846153846157
LC-MS$^2$Struct,20,3,69.23076923076923
Only-MS$^2$,1,3,19.230769230769237
Only-MS$^2$,20,3,67.3076923076923
LC-MS$^2$Struct,1,4,19.230769230769237
LC-MS$^2$Struct,20,4,67.3076923076923
Only-MS$^2$,1,4,19.230769230769237
Only-MS$^2$,20,4,67.3076923076923
LC-MS$^2$Struct,1,5,19.230769230769237
LC-MS$^2$Struct,20,5,65.38461538461539
Only-MS$^2$,1,5,19.230769230769237
Only-MS$^2$,20,5,67.3076923076923
LC-MS$^2$Struct,1,6,19.230769230769237
LC-MS$^2$Struct,20,6,65.38461538461539
Only-MS$^2$,1,6,19.230769230769237
Only-MS$^2$,20,6,67.3076923076923
LC-MS$^2$Struct,1,7,17.307692307692307
LC-MS$^2$Struct,20,7,65.38461538461539
Only-MS$^2$,1,7,19.230769230769237
Only-MS$^2$,20,7,67.3076923076923
LC-MS$^2$Struct,1,8,19.230769230769237
LC-MS$^2$Struct,20,8,67.3076923076923
Only-MS$^2$,1,8,19.230769230769237
Only-MS$^2$,20,8,67.3076923076923
LC-MS$^2$Struct,1,1,26.47058823529412
LC-MS$^2$Struct,20,1,74.50980392156863
Only-MS$^2$,1,1,25.49019607843137
Only-MS$^2$,20,1,72.54901960784314
LC-MS$^2$Struct,1,2,26.47058823529412
LC-MS$^2$Struct,20,2,74.50980392156863
Only-MS$^2$,1,2,25.49019607843137
Only-MS$^2$,20,2,72.54901960784314
LC-MS$^2$Struct,1,3,30.392156862745097
LC-MS$^2$Struct,20,3,76.47058823529412
Only-MS$^2$,1,3,25.49019607843137
Only-MS$^2$,20,3,72.54901960784314
LC-MS$^2$Struct,1,4,30.392156862745097
LC-MS$^2$Struct,20,4,78.43137254901961
Only-MS$^2$,1,4,25.49019607843137
Only-MS$^2$,20,4,72.54901960784314
LC-MS$^2$Struct,1,5,28.431372549019606
LC-MS$^2$Struct,20,5,78.43137254901961
Only-MS$^2$,1,5,25.49019607843137
Only-MS$^2$,20,5,72.54901960784314
LC-MS$^2$Struct,1,6,28.431372549019606
LC-MS$^2$Struct,20,6,78.43137254901961
Only-MS$^2$,1,6,25.49019607843137
Only-MS$^2$,20,6,72.54901960784314
LC-MS$^2$Struct,1,7,28.431372549019606
LC-MS$^2$Struct,20,7,78.43137254901961
Only-MS$^2$,1,7,25.49019607843137
Only-MS$^2$,20,7,72.54901960784314
LC-MS$^2$Struct,1,8,28.431372549019606
LC-MS$^2$Struct,20,8,78.43137254901961
Only-MS$^2$,1,8,25.49019607843137
Only-MS$^2$,20,8,72.54901960784314
LC-MS$^2$Struct,1,1,19.607843137254903
LC-MS$^2$Struct,20,1,72.54901960784314
Only-MS$^2$,1,1,23.52941176470588
Only-MS$^2$,20,1,74.50980392156863
LC-MS$^2$Struct,1,2,21.568627450980397
LC-MS$^2$Struct,20,2,74.50980392156863
Only-MS$^2$,1,2,23.52941176470588
Only-MS$^2$,20,2,74.50980392156863
LC-MS$^2$Struct,1,3,21.568627450980397
LC-MS$^2$Struct,20,3,74.50980392156863
Only-MS$^2$,1,3,23.52941176470588
Only-MS$^2$,20,3,74.50980392156863
LC-MS$^2$Struct,1,4,21.568627450980397
LC-MS$^2$Struct,20,4,74.50980392156863
Only-MS$^2$,1,4,23.52941176470588
Only-MS$^2$,20,4,74.50980392156863
LC-MS$^2$Struct,1,5,21.568627450980397
LC-MS$^2$Struct,20,5,74.50980392156863
Only-MS$^2$,1,5,23.52941176470588
Only-MS$^2$,20,5,74.50980392156863
LC-MS$^2$Struct,1,6,21.568627450980397
LC-MS$^2$Struct,20,6,74.50980392156863
Only-MS$^2$,1,6,23.52941176470588
Only-MS$^2$,20,6,74.50980392156863
LC-MS$^2$Struct,1,7,21.568627450980397
LC-MS$^2$Struct,20,7,74.50980392156863
Only-MS$^2$,1,7,23.52941176470588
Only-MS$^2$,20,7,74.50980392156863
LC-MS$^2$Struct,1,8,21.568627450980397
LC-MS$^2$Struct,20,8,74.50980392156863
Only-MS$^2$,1,8,23.52941176470588
Only-MS$^2$,20,8,74.50980392156863
LC-MS$^2$Struct,1,1,33.33333333333333
LC-MS$^2$Struct,20,1,78.43137254901961
Only-MS$^2$,1,1,37.25490196078432
Only-MS$^2$,20,1,80.3921568627451
LC-MS$^2$Struct,1,2,33.33333333333333
LC-MS$^2$Struct,20,2,78.43137254901961
Only-MS$^2$,1,2,37.25490196078432
Only-MS$^2$,20,2,80.3921568627451
LC-MS$^2$Struct,1,3,35.294117647058826
LC-MS$^2$Struct,20,3,80.3921568627451
Only-MS$^2$,1,3,37.25490196078432
Only-MS$^2$,20,3,80.3921568627451
LC-MS$^2$Struct,1,4,35.294117647058826
LC-MS$^2$Struct,20,4,80.3921568627451
Only-MS$^2$,1,4,37.25490196078432
Only-MS$^2$,20,4,80.3921568627451
LC-MS$^2$Struct,1,5,35.294117647058826
LC-MS$^2$Struct,20,5,80.3921568627451
Only-MS$^2$,1,5,37.25490196078432
Only-MS$^2$,20,5,80.3921568627451
LC-MS$^2$Struct,1,6,35.294117647058826
LC-MS$^2$Struct,20,6,80.3921568627451
Only-MS$^2$,1,6,37.25490196078432
Only-MS$^2$,20,6,80.3921568627451
